"","1","2","ctRep$cellSource","ctRep$kmeans.cluster","ctRep$age","ctRep$patient","ctRep$probe","ctRep$cellType","kmeans.cluster.1","ITGB1","GSK3B","HPRT","GSK3A","PTEN","HIF1A","IRF2","STAT3","LY6E","JAK1","VEGFA","PTK2","TIMP2","ACVR1","STAT1","PDL-1","IRF1","VEGFB","JAK2","SOCS3","NFKB1","PDGFA","GAPDH","IFNGR1","WNT4","TRAF2","CSF1","FGFR1","KLF5","TNFRSF1A","CSF2RA","INS1","ANPEP","NFATC1","FYN","IAPP","TLR3","BCL6","STAT5","CD44","IFIT1","EGFR","SPP1","IL4RA","CD83","CD74","NUR77","OAS1B","LY75","PDGFB","TNFAIP3","MAP2K6","IRF7","GCG","SST","TNFRSF1B","CD40","OAS2","H2-AA","PPARGC1A","H2-DMA","RSAD2","CD24A","BCL2","TLR4","COL11A1","ICAM1","PPARG","INS2","IFIT3","SFRP1","VCAM1","MX1","IFI44","ICOSL","ANGPT1","PPY","CCR2","TGFB1","TGFBR2","IGF2","COL1A1","CD36","FLT4","PDPN","IL7","MMP9","MMP2","CD14","IGF1","ZEB2","FGR","CEACAM1","BMP5","COL1A2","LEPR","GHRL","AIM2","TEK","CD86","STAT4","TNFSF11","PTGS2","OASL1","IL25","IL18R1","IL34","IL12RB","LCK","MAPK8","IL1R2","ITGAX","CCR6","FGFR3","VAV1","DES","TIMP1","CXCL10","FAP","IL-21","MMP3","ZAP70","GFAP","TNC","SELE","ISG15","CXCL13","KDR","ADGRE1","CD80","CXCR3","IL6","NLRP3","TBX21","CLEC7A","CTLA4","FOXP3","IL1B","ICOS","GATA4","PDGFRB","CD8A","GM13889","IL27R","BMP7","TLR7","CSF2RB","CSF1R","TLR9","IL1A","PECAM1","TNF"
"90",1.44945720800509,1.42901335159937,"tissue",1,"islets","90","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_90_IS_doublet_none_H6",1,11.5347539587652,8.75065587,10.93432634,11.10433255,11.64309283,9.7038953024592,7.33686408,9.2824471,14.811024738,9.92354551,12.1688698737349,9.4947507614714,0,6.5619462710668,8.34935701,8.49374455,9.7461845,0,0,6.49489106,8.92652316,0,14.704358704,7.430996,9.2207156762319,7.47349555,0,10.7723192121756,9.0620595764102,8.78827582,6.8809564049909,7.070299496228,0,6.972486306926,0,6.2525015410618,0,0,7.17201953,0,0,0,7.6741941278613,0,0,6.5134396073005,8.05981895,0,7.594944372741,0,0,0,2.468423,10.5791181867384,11.0594994686287,3.51864638,0,0,7.624689574045,8.59292385,6.3974618584855,0,0,6.2472617,0,0,1.1216654024716,0,11.9011657604558,11.49333343,0,0,0,8.88314801,0,0,19.1320763647888,9.83057404,0,0,0,0,0,0,0,0,0,0,5.1915543958672,0,0,0,0,0,9.1984839056706,0,7.793690390867,0,0,0.00959481138900031,0,0,4.3065596860873,0.06369252,4.19621031,0,0,0,0,0,0,4.7718892325889,9.43828376,7.7281778182599,6.06593069,7.9588381080206,4.1318612058303,6.81643343,0,0,0,5.399191532032,0,7.0892201897189,0,7.37610453,7.6937885768473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8039525463503,6.3493684773746,0,0,2.8650521181163,6.7794710040127,4.625096015519,0,0,0,0
"62",2.53460697301974,0.241587261358896,"tissue",1,"islets","65","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_65_IS_doublet_none_F5",1,10.1778142971169,9.44619419,10.65989442,10.84363853,10.485492,8.9639100887481,8.00145224,9.50365529,12.85688346,9.90018235,11.3099507620868,9.1289924748326,6.9049889952032,6.6402160844248,0,0,8.63264082,7.0918236287942,0,0,9.71821083,6.4846688874485,14.179641338,0,0,8.78929477,0,8.7102727256128,7.8446348434486,9.57043711,0,7.7049274884874,1.7889516385469,6.593817861471,8.11074373,11.8948841954775,8.3542542279391,0,0,0.61524698102345,9.07837467,0,1.2188134064138,7.40803448,0,6.1744669716608,0,0,5.2573794487955,7.0822619367242,0,0,4.8858471,9.5543093549656,20.5711454332622,6.88881901,0,0,7.713319640933,0,7.9602637731732,0,14.2224360233783,6.49638704,0,0,3.5299000699042,0,15.7641855225374,10.55530394,0,0,0,8.59642038,0,0,5.5629652560439,9.3397041,0,0,0,1.9133239163463,0,0,0,0,0,0,7.2451832777039,0,0,0,0,0,0,0,8.657531889366,0,0,0,0,0,8.3200655663199,0,0,0,0,0,0,0,0,8.0428437045715,9.25544585,7.6197316575546,6.24313775,8.9926216540213,7.1505244040532,5.45739932,0,0,0,0,0,9.2642359564411,0,9.39715286,8.6843118616462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269402333429401,5.2255877447819,0,0,0,0,7.7861359979524,7.6711666122044,0,0,0,2.6676407
"50",2.13452533849825,1.02616701523463,"tissue",1,"islets","54","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_54_IS_doublet_none_E6",1,9.8014764285512,5.10645284,7.35067321,9.33501595,7.29814714,8.737567658437,8.06267771,8.4022064,11.90820015,9.46644759,8.8208578208329,8.7894406866754,0,0,12.00784481,0,7.36129568,3.2411226369473,8.38342408,0,9.11475432,7.2441342585338,13.14419171,0,6.3481077501052,0,8.3586450277922,7.5258233372143,6.4050124165221,8.31484728,5.3632682748179,0,6.6801438843365,7.0774453481081,7.20382444,2.1841135800961,0,0,6.1464403,2.3742558873864,8.5352201,0,16.1488490091442,0,0,13.9271859610471,0,7.41275036,5.8851483964727,0,7.54064574,0,9.29379646,0.568718654757699,10.0766285351409,7.89837509,0,10.14885928,12.5086489570352,0,9.2606839861225,0,9.539366253637,0,0,0,10.1560084214614,0,12.7900406134514,9.60110361,8.7826079119586,8.8722236795682,0,7.75072854,0,0,2.65751766647,8.46325734,4.9658229807493,7.17767872,0,2.9233393700037,0,0,8.4900354542872,0,0,0,9.981873415323,0,0,8.9098194970624,0,0,0,0,7.6226230224632,0,0,0,9.35255864,0,0,0,0,0,7.1219409431995,8.35901375,0,0,0,0,0,10.7789708286764,0,0,0,12.57532499,0,0,0,0,0.204163726608801,0,0,10.04214425,1.1205822585018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7910031598568,0,0,1.1551156557303,0,0,0,0,0,9.77435561
"17",1.79335121282687,0.161658863226572,"tissue",1,"islets","24","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_24_IS_doublet_none_B12",1,10.9288265945665,8.81501695,10.26105632,10.09910133,9.68709412,6.5709583243172,9.44193217,9.2898866,12.17587174,9.56168224,12.0164954968334,6.9052298816105,9.2513301320225,0,8.03813743,0,9.15802389,6.522055328604,9.38911106,3.9863321,9.2804188,8.5883257844195,14.331580219,0,9.1092266967702,0,0,7.3086046451505,0,0,6.8195204296278,7.0533727031446,8.1375018013991,7.7111047878621,7.1358569,12.2481213297538,0,6.60672472,5.31193303,2.9268063590975,0,0,3.476991086778,0,5.8869298037482,5.4386300990144,0,0,0,0,0,0,3.84691283,20.0583962156668,20.0328324394461,5.96974511,8.09954605,0,0,0,0,0,13.1234482622552,5.5233173,0,0,2.0969989406248,0,14.8340574597756,10.62797754,0,0,0,6.32068798,0,0,4.9277422151099,9.43855748,0,0,5.102787786859,4.235758683854,0,0,0,0,0,0,8.3831930341032,0.3586437473035,0,0,0,0,0,3.140221076084,8.3322289454227,0,0,0,0,0,5.8620322310953,0,1.73865439,0,0,0,0,0,0,7.4985611201041,8.36575862,8.3386608506876,7.55825903,7.866925392698,5.099030314705,7.70739018,0,0,0,0,0.636057884586801,8.1962083630178,0,8.28792839,9.0405545950395,0,0,0,0,0,0,0,0,0,0,4.8407416293552,0,0,1.7318326464768,2.7741462032369,5.3253743924874,0,0,6.2573917719091,7.0519962202885,0,0,0,0,3.76292327
"75",3.56743816503634,-1.81179751952489,"tissue",1,"islets","77","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_77_IS_doublet_none_G5",1,11.4952213318583,11.44137658,12.00618286,11.39550956,12.38930591,10.1417204053808,11.0119992,10.88375341,12.34584676,12.59847856,13.4074357685415,10.7665899465162,7.5819380192467,9.0111287915542,9.28433024,10.81592343,10.17516711,8.7503139518315,0,4.69232104,10.19479288,10.7381363232937,14.904448123,8.94627978,10.5446095606625,9.22520139,9.5539322808963,5.5980147412065,10.3377825177449,10.52837429,7.6038525843835,12.9074333581361,10.5945705078708,9.3167776193982,7.63691054,15.8537049200213,0,7.54020959,7.26734484,0,0,0,0,0,0,10.3102177654428,8.51718551,0,0,8.6027755082458,0,0,0,9.3856243555792,9.4840809917129,4.10294007,0,0,9.6683706619123,0,6.9180127205165,0,1.0175939766933,4.66694365,0,0,2.6297553466252,7.85345302,21.5,10.1673145,0,0,0.0984490200000003,0,0,0,0,8.6112765,0,0,0,0,0,0,0,0,1.3541951839186,0,2.5636107970451,0,0,0,0,0,0,0,7.026251208408,0,0,0,0,0,0,3.40202132,0,0,0,0,0,0,0,5.0089436320386,0.61763929,1.7583438928233,0,5.9013509494794,0,11.36807982,0,0,0,0,0,3.3434962231564,0,3.66254278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6019461988515,6.9800170927858,0,0,0,2.3791706035641,1.7522908425176,0,0,0,0
"68",2.82378868230929,-0.841507335503897,"tissue",1,"islets","70","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_70_IS_doublet_none_F10",1,12.2024025483895,10.12308049,11.46720335,10.22944769,10.53755978,7.7052055180205,9.90902178,4.70322485,12.9530346,11.15800527,13.7370602246033,0,8.0740867673307,0,10.6295147,7.21134049,11.34456081,6.3791863014802,9.12380097,0,9.86738,8.8299224908032,14.307156242,0,9.6223217671608,8.42032197,10.1071598339674,6.9428125628782,11.7803250969087,4.09098967,8.9606010274989,12.4607997954709,4.3625126328468,0,8.95892037,15.5212927176717,6.1892385134702,6.71229212,5.88610932,5.1616907788945,0,8.8085510795124,0,0,0,4.9395786903397,0,0,0,0,10.17306846,0,8.8823199,9.6724403387134,9.5640446796696,3.02668357,0,0,9.1955767303176,0,7.4959785310101,0,4.5089845203028,0,0,0,0,0,21.5,9.97681207,0,0,0,9.28483873,6.5201750954758,0,11.8674453111835,9.54081658,0,0,0,1.7643322221946,0,0,0,0,0,0,8.6162356313728,0,0,0,0,0,0,1.0427687302822,6.1684448199656,0,0,0,0,0,5.2250108546,0,0,0,0,0,0,0,0,0,9.24475733,1.4529619753902,6.10189576,3.1858079461098,0,7.9984938,0,0,0,0,0,6.3998849916774,0,7.06246717,3.0866068087827,0,0,0,0,0,0,0,0,0,0,1.2866250940826,0,0,0,1.186048038194,6.5953366577976,0,0,6.3581681776097,7.0680179035333,6.3800102685067,0,0,0,1.87312569
"55",1.715669671384,0.656151394049326,"tissue",1,"islets","59","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_59_IS_doublet_none_E11",1,11.567363001993,7.3112779,8.44924445,11.12250993,10.25318436,9.6994642015805,9.00913679,9.72830072,11.34446689,9.4450787,11.8869593904423,6.9587997234579,7.5741861082203,8.2462022295728,10.16634258,0,8.1362747,6.1907234326456,7.28550362,7.68580491,7.66574143,6.3882775766165,14.065783395,8.61993712,8.3211120366632,9.5144841,0,9.3705963945685,4.2853570987971,7.35437123,3.4712687600596,5.7841800812108,6.2049910452585,6.9507359957484,8.21820165,5.072306063251,6.4826581152101,0,5.84817685,0,8.41689804,0,14.5438869461913,0,0,11.4420153740075,8.40352171,0,8.6705128532441,0,0,0,10.57354996,21.0062451778546,11.2582080163663,5.40069745,0,6.1233603,8.4755840550284,0,0,0,0,5.3644422,0,0,2.56170532118445,0,14.6432977080205,9.42244699,0,0,0,7.85010809,0,0,2.3772652207834,8.09265264,0,0,7.8720346164423,5.5079804356141,0,0,0,0,0,0,7.3385706237584,0,0,0,0,0,0,0,7.3144815476126,0,0,0,0,0,7.9409909706701,2.43965981,0,0,0,0,0,0,0,0,8.57425173,3.68103857301,7.90338056,0,6.4680057139472,7.32910702,0,0,0,0,0.302861012333199,7.0012987819905,0,5.12231411,5.7920164107778,0,0,0,0,0,0,0,0,0,0,4.3658695874107,0,0,0,3.04873946396635,3.7822492428396,0,0,0,3.9224366966982,4.6388567202317,0,0,0,0
"1",3.19404701360812,-0.708690067132315,"tissue",1,"islets","1","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_1_IS_doublet_none_A1",1,8.0435716125762,8.4068141,10.45787668,11.26834115,10.82145307,8.8075617607759,9.92427319,9.51235195,13.60787856,10.66945968,10.8390124828806,6.8659002016836,7.3990026795816,8.0053531934557,8.20593263,4.62004755,8.98995315,0,7.49632728,0,10.76773976,8.0473918161304,14.851205804,0,7.7158464486587,0,8.9154413936306,8.1347343246797,9.760244559592,4.02752558,0,11.6206453614677,6.8874066298218,6.2289848811397,7.95847909,14.311371737035,0,0,2.53594555,6.1793382617691,0,6.8491373684345,0,0,0,7.8748939426428,0,0,0,0,0,0,4.2224618,0,8.6385319780592,5.21065258,7.661086,0,8.5216907898083,0,7.8190786646597,0,7.610376341572,5.78722827,0,0,4.69454575720145,0,21.5,10.88477086,0,0,0,6.11041929,0,0,0.900733314960998,7.99500035,0,0,0,6.4558509723854,0,0,0,0,0,0,8.2417514713495,3.4607721512465,0,0,0,0,0,0,7.5152163429747,0,0,0,0,0,7.5599274452871,0,5.9394779,0,0,0,0,0,0,7.4838714235389,9.27824878,8.750574776768,6.80955233,8.3734203789088,6.0287538546762,7.50994502,0,0,0,0,0,8.4931467592317,3.6441307551909,9.49920402,9.6080327015068,0,0,0,0,0,0,0,0,0,0,0.682668261160899,0,0,0.145173438321201,0,7.6034517489112,0,0,5.0856791723687,9.8410941512717,7.9394992632943,0,0,0,3.2358682
"13",3.18760398992648,-1.28037871917089,"tissue",1,"islets","20","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_20_IS_doublet_none_B8",1,9.6191498538963,8.04209024,9.84461008,10.86232245,11.51634148,8.9830756628896,10.54467557,9.6643893,11.26927042,10.68706487,11.94803165647,8.780586881789,7.6649020547767,0,0,7.50605349,5.66858793,4.4080063325229,0,3.8954503,9.91258819,7.8029617109883,14.956745613,6.0506271,6.0902024384697,0,8.0453794690925,8.838079357322,8.9828764750753,3.69132329,7.263454847497,10.2551398287317,9.1950116687432,0,0,13.4636081565897,7.4774998462045,0,6.42196716,0.8636920322358,7.63773712,6.764050796131,1.6249380308547,0,0,7.2694323989008,7.00199153,0,0,6.1877394219008,0,7.78498753,5.91343295,0,7.1706360412081,5.01460598,0,0,8.734919957723,0,8.7098098105703,0,7.4549337891055,5.0142022,0,0,2.71475252464855,0,21.5,11.37941672,0,0,0,10.16405504,0,0,0,10.15244798,0,0,6.4324185458228,4.1049823878384,0,0,0,0,2.0510539077234,0,8.7886006143895,0,0,0,0,0,0,0,7.4813244176317,0,0,0,0,2.3421543242493,4.4922000744201,0,5.29858196,0,0,0,0,0,0,7.1648234784081,9.0181833,8.7188319845592,6.50803349,8.8558170247473,0,7.93863844,0,0,0,0,0,8.3003795728927,0,7.92588683,8.7935561028136,0,0,0,0,0,0,0,0,0,0,1.6402319603015,0,0,0,3.6319022529146,6.9229671075186,0,8.2917896866385,5.6819016298267,7.3012432979485,0,0,5.2502360887485,0,4.4913367
"69",2.36567215093722,0.35423050324122,"tissue",1,"islets","71","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_71_IS_doublet_none_F11",1,10.0634451221512,10.26386072,10.65540246,11.61795739,10.58372133,10.3809891156025,11.97629285,8.69000135,13.07096521,10.16107706,12.6043337340328,8.4067199391262,9.6480619875135,6.817662421129,9.34064822,8.58389297,8.12496594,4.3598291198985,7.80891652,4.74867293,9.8422693,7.9258292963178,14.338862473,0,0.0917984784761003,9.0108619,0,9.3278769600002,0,9.45742549,0,6.4992185063853,0,6.4659814579456,8.65975737,12.7201191333557,0,0,6.68450505,1.45530923,0,0,2.8823787722586,0,0,6.3131429461167,0,0,0,0,0,0,5.70748926,10.110231543083,19.4844484097992,6.7066458,0.192837310000002,0,8.6770623301673,0,7.6412122855432,0,13.2811679360404,5.62983308,0,0,4.86883863948245,0,13.3520208932178,10.57830492,0,0,0,0,0,0,0,9.05863507,0,0,7.4793739593577,4.2339241735758,0,0,0,0,3.7353465277644,0,8.447197975397,1.456332298879,0,0,0,0.526846229517901,0,0,6.7850924187144,0,0,0,0,4.6354225079197,9.4386196553207,1.02688149,5.55296381,0,0,0,0,0,0,6.9438266101719,8.60471006,7.3214924392109,8.14640861,9.1277370871021,3.085782122135,7.99609577,0,0,0,0,0,9.2436233358907,4.444604149361,8.22109117,7.7398248627596,0,0,0,0,0,0,0,0,0,0,6.056988074495,0,0,0,3.66745133461535,6.9916998106929,0,0,6.0759759455981,7.1500206146998,7.2538122235,0,0,0,3.45004015
"53",3.14988712438693,0.033048252264658,"tissue",1,"islets","57","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_57_IS_doublet_none_E9",1,11.447359297986,9.78843449,10.51563329,10.99049983,10.35029293,8.7489385000509,8.39302418,10.30121987,13.59756648,10.95088597,11.7677173312451,8.6754065691625,7.4608150955911,7.7104926928961,12.4167065,9.45144132,13.37527438,2.3004833015615,0,4.74045127,9.6525792,7.7972623527843,13.47108359,7.61350965,8.0665461743613,7.22030193,9.0354608819255,8.8421695747227,6.930720656571,8.99172266,7.8911638902598,2.7095744984325,6.7454139207558,0,9.19118341,12.6450717173706,7.0946525907718,0,2.61043459,7.28996520479795,10.71412143,0,1.0346856992091,0,0,14.278421148376,0,9.96503672,0,7.2619066652781,0,0,3.2561738,0,20.3189357405266,6.10137007,0,11.94986483,11.5776217105188,9.04225057,8.1853314594216,8.71659662,13.5941184247972,5.33332352,0,0,1.8999573007095,0,13.4735198548388,12.07957966,0,0,0,7.50577761,0,0,8.4774423415722,3.87649756,0,0,5.579925310424,2.1096186512364,0,0,0,0,0,0,7.4921917908416,1.3007644497585,0,0,0,0,0,0,0,0,0,0,0,0,6.7200184769381,0,0.223558199999999,0,0,0,0,0,0,2.9514068894957,6.49458049,0,7.15238756,3.78823233817,8.5673658665101,1.5046814,0,0,0,0,0,2.1925106579482,0,3.92481168,8.7416211887996,0,0,0,0,0,0,0,0,0,0,2.6103061458624,0,0,0,3.9838210215496,0,0,0,4.6546042646062,0,6.2116561942025,0,0,0,0
"12",2.39411453374972,-0.45991458495458,"tissue",1,"islets","2","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_2_IS_doublet_none_A2",1,9.0920356093876,8.69876134,9.96707521,11.54334241,10.65444039,9.1843298193614,9.0213066,3.1049572,13.41089971,10.67150895,12.1382413312613,9.8596403218818,7.8261169912858,0,8.75687613,8.91750848,9.37302884,6.3628782900071,8.50675647,5.31562952,9.52697657,8.3065007257344,15.168794813,0,8.4882116075214,7.90663538,8.1933967440553,9.7379370147672,7.0853917488329,4.01323984,0,10.7997299438466,9.7438644596531,6.6523656624686,0,13.419800398906,0,8.47566541,5.77732598,0,0,0,5.7417963405642,0,7.3496811626081,6.8974834824967,0,0,0,0,0,0,7.01298024,19.5528249719929,10.5468017773633,4.60059295,0,0,9.3650379807507,0,7.4409092586429,0,5.9098904788381,5.02589525,0,0,4.81943826208545,0,21.5,9.69531795,0,0,0,10.15744001,0,0,0,9.40753094,0,0,7.4798858452454,0,0,0,0,0,0,0,7.237245124892,2.0887217236379,0,0,0,3.2157733508339,0,0,7.7100199297224,0,0,0,7.29968568,0,7.1116629055369,0,3.85700497,0,0,0,0,0,0,4.241274950839,8.33191737,2.8722631262939,8.55423546,8.999556174514,6.2139511001461,9.12908324,0,0,0,0,0,7.7420385865326,0,8.5723722,8.8472211167536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24386075394905,7.8122751437655,0,0,5.8792503487068,3.7420399950496,8.3176536326805,0,0,0,4.51902756
"79",3.99010185369601,-1.41986598571142,"tissue",1,"islets","80","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_80_IS_doublet_none_G8",1,11.0385139919118,10.84569419,10.29932245,11.28736767,12.37695437,10.0381201385806,11.71894005,12.31497595,11.71190077,11.07228517,13.2024217315646,8.9665023897724,7.6669043194966,8.9649893328233,9.69009379,0,9.74472707,7.8084612430622,7.64659293,4.89470148,10.1529136,7.5392086462392,14.903603905,9.37855405,10.5150653429375,7.44192237,6.9042335365349,7.9955537590388,9.7738346358942,10.0294026,5.0317043135597,11.8426332630046,11.1263488435466,0,0,15.006785861768,7.9093387940987,0,7.22660799,0,10.13284399,6.7978824245459,0,0,0,5.4550796650012,0,0,0,0,0,0,7.92156808,0,10.4054647626313,5.27229264,0,0,6.862247862451,0,4.995575979848,8.79525753,1.7601945791567,7.18600525,8.9931938146297,0,2.2523422827149,6.99055872,21.5,11.63016441,0,0,6.6627996,9.85921061,0,0,0,9.17078002,0,0,11.4151442306315,0,0,0,0,0,0,0,7.3635321196501,0,0,0,0,0,0,0,6.5669354563343,0,0,0,0,0,6.2458372897672,0,0,0,0,0,0,0,0,6.9092735721538,8.292237,8.1804569849375,5.86158807,2.0342271957099,5.7353123958772,8.1098781,0,0,0,0,0,0,0,0.99756108,9.2258165943064,0,0,0,0,0,0,0,0,0,0,0,0,3.69717941,0,1.35309634589955,5.4716239404355,0,0,5.400381766277,7.3511108109106,6.4050439321015,0,0,0,0
"87",2.85611156591525,0.0513416330019627,"tissue",1,"islets","88","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_88_IS_doublet_none_H4",1,12.3907275050782,12.09607115,11.57406301,12.20925389,12.18082011,10.4670252609489,11.01640442,10.79730872,13.72364389,10.36011694,13.5117134527697,6.7914505862858,10.3939524359832,9.781605590922,10.63522997,7.73801785,9.66491823,5.1166499017509,0,4.63318629,10.48990582,9.1496581146631,14.830922766,9.55650535,6.2654711692904,6.23000194,8.6570127747465,0,8.0840950427499,9.32806555,3.1302886403475,7.1631673964843,10.4380488927293,6.7322765369045,8.21559882,13.9697130605853,8.3068599739066,10.21955678,6.66537027,0,7.15511667,0,9.7443922647769,0,6.1634402972721,3.847207387416,9.03853495,0,0,6.0378069790057,0,0,7.78204179,10.2135096354636,21.5,0,7.35732903,0,8.0317914368403,0,0,0,14.9431244050884,4.57710034,0,0,0,0,13.8360036153869,9.16414561,0,0,0,8.93329522,0,0,0,9.15918737,0,0,0,0,0,0,0,0,0,0,7.8513291660689,0.00176768391279936,0,7.430699948945,0,0,0,0.144751458818298,6.2042721114049,0,0,0,0,0,7.4383409314239,0,5.32739695,0,0,0,0,0,0.269718860000001,4.4204008743522,8.89658843,7.3746738162967,5.22949237,0,9.3828037093142,8.84901539,0,0,0,0,0,6.9394696477352,0,7.61754263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579588115417202,1.01882375724,0,0,5.7271142336978,2.8852352031235,3.5294286454978,0,0,0,2.95332133
"40",3.81055740484347,-0.906685252984365,"tissue",1,"islets","45","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_45_IS_doublet_none_D9",1,10.0096859480778,10.52729143,10.65007739,10.86417599,11.63191721,10.0889886369541,11.06619556,11.41197074,13.40386544,11.70417095,12.1789868255762,9.501642640564,8.4274914045827,7.4312407831387,10.81111581,8.81438197,11.63046028,6.6638870828612,9.44204739,5.31076609,10.03003367,6.2702336706827,14.500608701,7.28199748,9.7677863708155,7.72671298,9.9698579567496,9.0376760798339,9.5155715692508,9.98377676,1.5294166891138,13.0110840315981,10.4822753007462,7.4595013480396,0,14.2210352234837,0,8.42681196,7.45069499,5.1187998511184,0,0,2.9693642908503,0,0,5.9504699088178,0,0,0,0,0,0,6.89473767,0,0,3.34846007,8.9115486,0,9.4141202206083,0,8.1022369350775,0,7.4848740604872,6.6139942,0,0,1.4958888653555,0,21.5,10.39485869,0,0,0,4.39755295,0,0,1.0716950633099,8.45717719,0,0,10.8780570038928,2.0743840360682,0,0,0,0,1.7624611903512,0,8.7943985477531,0,0,0,0,0,0,0,8.2793182045004,0,0,0,0,0,7.1440618993815,0,5.35590236,0,0,0,0,0,0,7.781489440423,9.69317342,7.680326692939,5.51755277,9.0833352947499,6.7842708441757,8.62390818,0,0,0,0,0.234704006940401,7.0948428173406,0,8.67592016,8.4966123447676,0,0,0,0,0,0,0,0,0,0,3.0036473551124,0,0,0,1.6791431719589,6.750497379822,0,0,4.3441720917888,7.4754980457186,7.7791738577923,0,0,0,4.48326276
"24",2.88694862493624,-0.367644687493643,"tissue",1,"islets","30","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_30_IS_doublet_none_C6",1,10.9167010408026,10.44833566,10.81886198,11.05084425,11.35228193,10.5781156608557,10.74063081,10.29760301,12.54757594,11.52031448,13.0998215748267,8.2340250623111,7.9648316876758,7.6883237219818,10.91400609,7.45011643,9.55256089,5.7100055129002,7.66460947,0,9.50711396,6.5398343559313,14.904423276,0,10.8236606316006,6.37475092,10.1589508342276,7.3687536035085,9.0317297267767,0,0,11.511182324204,8.4429598775623,6.8476357331808,7.07595988,14.983309414407,6.2437828621974,8.58583975,8.24254828,0,0,6.825388036207,8.7505429229654,8.31916547,6.5329866208684,5.6211941214223,0,7.63408757,5.8730246732337,0,0,0,1.95206895,20.3806156206389,12.9648888647911,6.03016869,1.66300717,0,7.2616794896413,0,0,9.00617456,8.4592184953955,7.98468074,0,0,0,0,21.5,10.42100879,0,0,0,7.9334379,0,0,5.0400067100265,9.26955014,0,0,5.5921848804854,0,0,0,0,0,0,0,7.7443815725816,0,0,0,0,0,0,0,6.7960903015316,0,0,0,0,0,7.5179461634755,0,6.84341292,0,0,0,0,0,0,4.3983973396015,9.36453629,6.6602315421131,7.30400767,8.2344437957044,0,5.24840263,0,0,0,0,0,8.6167412050023,0,9.87257149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67515483731375,4.6164025652704,0,0,0,6.9924175741104,7.1877921393508,0,0,0,0
"47",3.70658878454318,-1.30139674743017,"tissue",1,"islets","51","none","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_51_IS_doublet_none_E3",1,11.277674580772,11.74866211,11.25801772,12.22855958,12.07783129,9.4672323490092,10.60569607,11.81642299,12.25731871,11.37038404,13.1758542546822,11.1233205747148,7.5606643062553,9.2477582805661,8.49119685,9.53552611,3.76915325,8.0627540963289,10.19668021,6.02075932,10.62320737,8.7022307442117,15.041319708,7.26139614,12.2093464119105,8.87739043,8.3628068440836,2.4796823387632,10.8827405867637,7.28366978,6.1680137058685,13.8349353393567,10.5253937804133,8.6715803773927,0,15.633700950667,6.7022687524178,0,7.49090153,0,0,9.5838576468799,0,8.27018624,0,6.1882402483072,0,7.55510756,6.1601016579822,0,0,0,4.39402592,9.0068109889302,10.6107334517249,2.99040613,0.69128495,0,8.1620881287252,0,0,7.92718794,0,0,0,0,4.99528738040695,7.85671267,21.5,10.49334504,0,0,0,7.8034735,0,0,0,8.892503,0,0,8.1528980835026,0,0,0,0,0,1.1091418577909,0,6.1555073595675,0.656115026444098,0,0,0,0,0,0,6.6652906120743,0,0,0,0,0,8.5124865158896,4.45710314,4.16897706,0,0,0,0,0,0,0,4.88772563,6.3373664646484,6.9281943,6.7081815005857,2.9319438980168,7.0228212,0,0,0,0,0,7.0333716505438,0,8.06289955,9.5228626780468,0,0,0,0,0,0,0,0,0,0,2.1133741738372,0,0,0,6.5348844030247,5.444425106184,0,0,6.288990660844,3.3020873790299,7.3266474088339,0,0,0,0
