Chip Run Info,F:\1363029192\ChipRun.bml,1363029192,96.96 (136x),GE 96x96 Express+Melt_v1,ROX,EvaGreen,11/7/25 19:02,1:43:02,X9-190034,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined,
Application Version,4.7.1,,,,,,,,,,,,,
Application Build,20200930.17,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,
Baseline Correction Method,Linear (Derivative),,,,,,,,,,,,,
Ct Threshold Method,Auto (Global),,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,,
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,,
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,,
S72-A49,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CCR5,Test,999,0,Flag,0.023073164,999,999,0,,CCR5
S72-A60,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,TRAF2,Test,999,0,Flag,0.023073164,999,999,0,,TRAF2
S72-A59,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,RSAD2,Test,999,0,Flag,0.023073164,999,999,0,,RSAD2
S72-A58,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,MAP2K6,Test,999,0,Flag,0.023073164,999,999,0,,MAP2K6
S72-A57,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IRF1,Test,23.83769968,1,Pass,0.023073164,80.90850458,999,1,,IRF1
S72-A56,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IFI44,Test,999,0,Flag,0.023073164,999,999,0,,IFI44
S72-A55,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,PDL-1,Test,999,0,Flag,0.023073164,999,999,0,,PDL-1
S72-A66,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,TNF,Test,999,0,Flag,0.023073164,999,999,0,,TNF
S72-A65,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL7,Test,999,0,Flag,0.023073164,999,999,0,,IL7
S72-A64,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL27,Test,999,0,Flag,0.023073164,999,999,0,,IL27
S72-A63,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IFNG,Test,999,0,Flag,0.023073164,999,999,0,,IFNG
S72-A62,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CTLA4,Test,999,0,Flag,0.023073164,999,999,0,,CTLA4
S72-A61,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CCR6,Test,999,0,Flag,0.023073164,999,999,0,,CCR6
S72-A72,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,VAV1,Test,999,0,Flag,0.023073164,999,999,0,,VAV1
S72-A71,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,SOCS3,Test,999,0,Flag,0.023073164,999,999,0,,SOCS3
S72-A70,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,MAPK8,Test,999,0,Flag,0.023073164,999,999,0,,MAPK8
S72-A69,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IRF2,Test,999,0,Flag,0.023073164,999,999,0,,IRF2
S72-A68,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IFI44L,Test,999,0,Flag,0.023073164,999,999,0,,IFI44L
S72-A67,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CD44,Test,999,0,Flag,0.023073164,999,999,0,,CD44
S72-A78,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,TNFRSF1A,Test,999,0,Flag,0.023073164,999,999,0,,TNFRSF1A
S72-A77,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL7R,Test,999,0,Flag,0.023073164,999,999,0,,IL7R
S72-A76,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL2RA,Test,999,0,Flag,0.023073164,999,999,0,,IL2RA
S72-A75,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL10,Test,999,0,Flag,0.023073164,999,999,0,,IL10
S72-A74,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,FOXP3,Test,999,0,Flag,0.023073164,999,999,0,,FOXP3
S72-A73,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CD28,Test,999,0,Flag,0.023073164,999,999,0,,CD28
S72-A84,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,ZAP70,Test,999,0,Flag,0.023073164,999,999,0,,ZAP70
S72-A83,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,STAT1,Test,27.06263605,0,Flag,0.023073164,999,69.98575704,0,,STAT1
S72-A82,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,MX1,Test,999,0,Flag,0.023073164,999,999,0,,MX1
S72-A81,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IRF4,Test,999,0,Flag,0.023073164,999,999,0,,IRF4
S72-A80,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IFIT1,Test,999,0,Flag,0.023073164,999,999,0,,IFIT1
S72-A79,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CEACAM1,Test,999,0,Flag,0.023073164,999,999,0,,CEACAM1
S72-A90,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,TNFRSF1B,Test,999,0,Flag,0.023073164,999,999,0,,TNFRSF1B
S72-A89,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,NFKB1,Test,999,0,Flag,0.023073164,999,999,0,,NFKB1
S72-A88,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL3,Test,999,0,Flag,0.023073164,999,999,0,,IL3
S72-A87,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IL12B,Test,999,0,Flag,0.023073164,999,999,0,,IL12B
S72-A86,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,GAPDH,Test,23.79715977,1,Pass,0.023073164,82.73034503,999,1,,GAPDH
S72-A85,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CD3E,Test,999,0,Flag,0.023073164,999,999,0,,CD3E
S72-A96,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,ZEB2,Test,999,0,Flag,0.023073164,999,999,0,,ZEB2
S72-A95,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,STAT3,Test,999,0,Flag,0.023073164,999,999,0,,STAT3
S72-A94,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,NUR77,Test,999,0,Flag,0.023073164,999,999,0,,NUR77
S72-A93,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IRF7,Test,999,0,Flag,0.023073164,999,999,0,,IRF7
S72-A92,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,IFIT3,Test,999,0,Flag,0.023073164,999,999,0,,IFIT3
S72-A91,SEEP05_wk11_NOD-M_72_IS_doublet_none_F12,Unknown,1,CXCL10,Test,999,0,Flag,0.023073164,999,999,0,,CXCL10
S30-A01,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,BCL6,Test,15.41416025,1,Pass,0.023073164,79.96809729,65.16123919,0.950727496,,BCL6
S30-A02,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD4,Test,999,0,Flag,0.023073164,999,999,0,,CD4
S30-A03,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,GATA4,Test,27.66928364,0.863796249,Pass,0.023073164,83.26895689,999,1,,GATA4
S30-A04,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL17A,Test,999,0,Flag,0.023073164,999,999,0,,IL17A
S30-A05,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL4,Test,999,0,Flag,0.023073164,999,999,0,,IL4
S30-A06,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PPARA,Test,999,0,Flag,0.023073164,999,999,0,,PPARA
S30-A07,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,AIM2,Test,999,0,Flag,0.023073164,999,999,0,,AIM2
S30-A08,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CXCR3,Test,999,0,Flag,0.023073164,999,999,0,,CXCR3
S30-A09,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFNGR1,Test,999,0,Flag,0.023073164,999,999,0,,IFNGR1
S30-A10,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,ISG15,Test,14.12742851,1,Pass,0.023073164,81.94750933,65.42530983,0.970904971,,ISG15
S30-A11,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,OAS1B,Test,16.36591243,1,Pass,0.023073164,81.89892533,999,1,,OAS1B
S30-A12,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,STAT4,Test,999,0,Flag,0.023073164,999,999,0,,STAT4
S30-A13,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR2,Test,14.73044986,1,Pass,0.023073164,77.02217171,999,1,,CCR2
S30-A14,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD40,Test,22.33699283,0,Flag,0.023073164,999,73.24159241,0,,CD40
S30-A15,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,GSK3A,Test,12.94915575,1,Pass,0.023073164,79.83516661,67.77574553,0.970136848,,GSK3A
S30-A16,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL1R2,Test,999,0,Flag,0.023073164,999,999,0,,IL1R2
S30-A17,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL4RA,Test,15.68083453,1,Pass,0.023073164,77.20567335,65.131024,0.954664667,,IL4RA
S30-A18,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PPARG,Test,999,0,Flag,0.023073164,999,999,0,,PPARG
S30-A19,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,BCL2,Test,16.01531926,1,Pass,0.023073164,82.74732443,999,1,,BCL2
S30-A20,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CXCR4,Test,999,0,Flag,0.023073164,999,999,0,,CXCR4
S30-A21,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL12RB,Test,999,0,Flag,0.023073164,999,999,0,,IL12RB
S30-A22,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,JAK1,Test,12.47968552,1,Pass,0.023073164,82.55503458,64.70040202,0.953754727,,JAK1
S30-A23,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,OAS2,Test,999,0,Flag,0.023073164,999,999,0,,OAS2
S30-A24,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,STAT5,Test,15.75745172,1,Pass,0.023073164,85.04376161,64.08250293,0.947116664,,STAT5
S30-A25,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR3,Test,999,0,Flag,0.023073164,999,999,0,,CCR3
S30-A26,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD80,Test,999,0,Flag,0.023073164,999,999,0,,CD80
S30-A27,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,GSK3B,Test,13.55166434,1,Pass,0.023073164,78.88343226,65.45796328,0.96304636,,GSK3B
S30-A28,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL2,Test,999,0,Flag,0.023073164,999,999,0,,IL2
S30-A29,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL5,Test,999,0,Flag,0.023073164,999,999,0,,IL5
S30-A30,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PPARGC1A,Test,999,0,Flag,0.023073164,999,999,0,,PPARGC1A
S30-A31,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR1,Test,999,0,Flag,0.023073164,999,999,0,,CCR1
S30-A32,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,FYN,Test,16.92404012,1,Pass,0.023073164,78.61981476,999,1,,FYN
S30-A33,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL18R1,Test,999,0,Flag,0.023073164,999,999,0,,IL18R1
S30-A34,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,JAK2,Test,16.33539053,1,Pass,0.023073164,80.08686854,999,1,,JAK2
S30-A35,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,OASL1,Test,999,0,Flag,0.023073164,999,999,0,,OASL1
S30-A36,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TGFBR2,Test,999,0,Flag,0.023073164,999,999,0,,TGFBR2
S30-A37,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR4,Test,999,0,Flag,0.023073164,999,999,0,,CCR4
S30-A38,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD86,Test,999,0,Flag,0.023073164,999,999,0,,CD86
S30-A39,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,HPRT,Test,13.18113802,1,Pass,0.023073164,80.10131919,999,1,,HPRT
S30-A40,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL-21,Test,999,0,Flag,0.023073164,999,999,0,,IL-21
S30-A41,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL5RA,Test,999,0,Flag,0.023073164,999,999,0,,IL5RA
S30-A42,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PTEN,Test,12.64771807,1,Pass,0.023073164,78.0235012,999,1,,PTEN
S30-A43,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR7,Test,999,0,Flag,0.023073164,999,999,0,,CCR7
S30-A44,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,ICOS,Test,999,0,Flag,0.023073164,999,999,0,,ICOS
S30-A45,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL27R,Test,999,0,Flag,0.023073164,999,999,0,,IL27R
S30-A46,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,LY6E,Test,11.45242406,1,Pass,0.023073164,80.23905967,65.38112485,0.966223656,,LY6E
S30-A47,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PD1,Test,999,0,Flag,0.023073164,999,999,0,,PD1
S30-A48,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TNFAIP3,Test,999,0,Flag,0.023073164,999,999,0,,TNFAIP3
S30-A54,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TBX21,Test,999,0,Flag,0.023073164,999,999,0,,TBX21
S30-A53,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL6,Test,999,0,Flag,0.023073164,999,999,0,,IL6
S30-A52,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL25,Test,17.15658708,1,Pass,0.023073164,85.32632446,999,1,,IL25
S30-A51,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,ICAM1,Test,999,0,Flag,0.023073164,999,999,0,,ICAM1
S30-A50,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD8A,Test,19.34101299,0,Flag,0.023073164,999,75.09949046,0,,CD8A
S30-A49,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR5,Test,999,0,Flag,0.023073164,999,999,0,,CCR5
S30-A60,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TRAF2,Test,17.62524908,1,Pass,0.023073164,80.66578221,65.343321,0.947009163,,TRAF2
S30-A59,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,RSAD2,Test,14.99382544,1,Pass,0.023073164,78.90716874,999,1,,RSAD2
S30-A58,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,MAP2K6,Test,999,0,Flag,0.023073164,999,999,0,,MAP2K6
S30-A57,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IRF1,Test,14.44743911,0,Flag,0.023073164,81.0981747,84.53337549,0.667092405,,IRF1
S30-A56,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFI44,Test,16.0665621,1,Pass,0.023073164,78.81231069,999,1,,IFI44
S30-A55,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,PDL-1,Test,16.54988357,1,Pass,0.023073164,81.65831359,999,1,,PDL-1
S30-A66,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TNF,Test,999,0,Flag,0.023073164,999,999,0,,TNF
S30-A65,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL7,Test,999,0,Flag,0.023073164,999,999,0,,IL7
S30-A64,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL27,Test,999,0,Flag,0.023073164,999,999,0,,IL27
S30-A63,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFNG,Test,999,0,Flag,0.023073164,999,999,0,,IFNG
S30-A62,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CTLA4,Test,999,0,Flag,0.023073164,999,999,0,,CTLA4
S30-A61,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CCR6,Test,14.63546371,1,Pass,0.023073164,82.06627973,999,1,,CCR6
S30-A72,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,VAV1,Test,16.69599233,0,Flag,0.023073164,999,85.07077689,0,,VAV1
S30-A71,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,SOCS3,Test,999,0,Flag,0.023073164,999,999,0,,SOCS3
S30-A70,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,MAPK8,Test,999,0,Flag,0.023073164,999,999,0,,MAPK8
S30-A69,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IRF2,Test,13.25936919,1,Pass,0.023073164,78.98253257,999,1,,IRF2
S30-A68,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFI44L,Test,999,0,Flag,0.023073164,999,999,0,,IFI44L
S30-A67,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD44,Test,999,0,Flag,0.023073164,999,999,0,,CD44
S30-A78,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TNFRSF1A,Test,26.40020446,1,Pass,0.023073164,81.19668095,999,1,,TNFRSF1A
S30-A77,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL7R,Test,999,0,Flag,0.023073164,999,999,0,,IL7R
S30-A76,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL2RA,Test,999,0,Flag,0.023073164,999,999,0,,IL2RA
S30-A75,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL10,Test,999,0,Flag,0.023073164,999,999,0,,IL10
S30-A74,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,FOXP3,Test,999,0,Flag,0.023073164,999,999,0,,FOXP3
S30-A73,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD28,Test,999,0,Flag,0.023073164,999,999,0,,CD28
S30-A84,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,ZAP70,Test,999,0,Flag,0.023073164,999,999,0,,ZAP70
S30-A83,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,STAT1,Test,13.08599391,1,Pass,0.023073164,81.63366117,999,1,,STAT1
S30-A82,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,MX1,Test,999,0,Flag,0.023073164,999,999,0,,MX1
S30-A81,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IRF4,Test,999,0,Flag,0.023073164,999,999,0,,IRF4
S30-A80,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFIT1,Test,999,0,Flag,0.023073164,999,999,0,,IFIT1
S30-A79,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CEACAM1,Test,999,0,Flag,0.023073164,999,999,0,,CEACAM1
S30-A90,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,TNFRSF1B,Test,17.96983131,1,Pass,0.023073164,84.88330761,66.0675759,0.866473212,,TNFRSF1B
S30-A89,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,NFKB1,Test,14.49288604,1,Pass,0.023073164,79.00061885,85.49708672,0.956765521,,NFKB1
S30-A88,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL3,Test,999,0,Flag,0.023073164,999,999,0,,IL3
S30-A87,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IL12B,Test,999,0,Flag,0.023073164,999,999,0,,IL12B
S30-A86,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,GAPDH,Test,9.095576724,1,Pass,0.023073164,82.84122744,65.14705911,0.955317589,,GAPDH
S30-A85,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CD3E,Test,999,0,Flag,0.023073164,999,999,0,,CD3E
S30-A96,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,ZEB2,Test,999,0,Flag,0.023073164,999,999,0,,ZEB2
S30-A95,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,STAT3,Test,13.70239699,1,Pass,0.023073164,78.82501288,999,1,,STAT3
S30-A94,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,NUR77,Test,999,0,Flag,0.023073164,999,999,0,,NUR77
S30-A93,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IRF7,Test,22.04793105,0,Flag,0.023073164,999,84.95307169,0,,IRF7
S30-A92,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,IFIT3,Test,13.57899121,1,Pass,0.023073164,81.87342427,65.17456246,0.964648976,,IFIT3
S30-A91,SEEP05_wk11_NOD-M_30_IS_doublet_none_C6,Unknown,1,CXCL10,Test,18.75159737,1,Pass,0.023073164,84.97819944,999,1,,CXCL10
S71-A01,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,BCL6,Test,999,0,Flag,0.023073164,999,999,0,,BCL6
S71-A02,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CD4,Test,999,0,Flag,0.023073164,999,999,0,,CD4
S71-A03,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,GATA4,Test,999,0,Flag,0.023073164,999,999,0,,GATA4
S71-A04,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IL17A,Test,999,0,Flag,0.023073164,999,999,0,,IL17A
S71-A05,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IL4,Test,999,0,Flag,0.023073164,999,999,0,,IL4
S71-A06,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,PPARA,Test,999,0,Flag,0.023073164,999,999,0,,PPARA
S71-A07,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,AIM2,Test,999,0,Flag,0.023073164,999,999,0,,AIM2
S71-A08,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CXCR3,Test,999,0,Flag,0.023073164,999,999,0,,CXCR3
S71-A09,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IFNGR1,Test,999,0,Flag,0.023073164,999,999,0,,IFNGR1
S71-A10,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,ISG15,Test,15.77890883,1,Pass,0.023073164,81.95416875,64.98672822,0.960713004,,ISG15
S71-A11,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,OAS1B,Test,999,0,Flag,0.023073164,999,999,0,,OAS1B
S71-A12,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,STAT4,Test,999,0,Flag,0.023073164,999,999,0,,STAT4
S71-A13,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CCR2,Test,14.94136493,1,Pass,0.023073164,77.03623449,66.4032876,0.971602557,,CCR2
S71-A14,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CD40,Test,23.80716269,0,Flag,0.023073164,999,72.9716854,0,,CD40
S71-A15,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,GSK3A,Test,12.38204261,1,Pass,0.023073164,79.88072792,66.92074714,0.971774283,,GSK3A
S71-A16,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IL1R2,Test,999,0,Flag,0.023073164,999,999,0,,IL1R2
S71-A17,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IL4RA,Test,999,0,Flag,0.023073164,999,999,0,,IL4RA
S71-A18,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,PPARG,Test,999,0,Flag,0.023073164,999,999,0,,PPARG
S71-A19,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,BCL2,Test,18.37016692,1,Pass,0.023073164,82.80994613,65.27307827,0.967004827,,BCL2
S71-A20,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CXCR4,Test,999,0,Flag,0.023073164,999,999,0,,CXCR4
S71-A21,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,IL12RB,Test,999,0,Flag,0.023073164,999,999,0,,IL12RB
S71-A22,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,JAK1,Test,13.83892294,1,Pass,0.023073164,82.61948721,999,1,,JAK1
S71-A23,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,OAS2,Test,999,0,Flag,0.023073164,999,999,0,,OAS2
S71-A24,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,STAT5,Test,17.31549495,1,Pass,0.023073164,86.64785352,999,1,,STAT5
S71-A25,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CCR3,Test,999,0,Flag,0.023073164,999,999,0,,CCR3
S71-A26,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,CD80,Test,999,0,Flag,0.023073164,999,999,0,,CD80
S71-A27,SEEP05_wk11_NOD-M_71_IS_doublet_none_F11,Unknown,1,GSK3B,Test,13.73613928,1,Pass,0.023073164,78.85216088,999,1,,GSK3B
