Chip Run Info,F:\1363029033\ChipRun.bml,1363029033,96.96 (136x),GE 96x96 Express+Melt_v1,ROX,EvaGreen,11/8/2025 9:55:10 AM,01:44:51,X9-190034,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.7.1
Application Build,20200930.1707
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S74-A37,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ANPEP,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A38,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD44,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A39,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,COL1A1,Test,19.5671442578846,0,Flag,0.021487681662316,83.6042529240727,66.4728800465072,0.763248518110336
S74-A40,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,EGFR,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A41,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,GCG,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A42,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ICAM1,Test,22.7163767864317,0,Flag,0.021487681662316,999,85.2035905863542,0
S74-A43,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,IL34,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A44,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,LEPR,Test,23.0540315280617,0,Flag,0.021487681662316,999,74.1531002809242,0
S74-A45,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,PDGFA,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A46,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,RSPO1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A47,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,TIMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A48,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,VEGFA,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A54,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ICAM2,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A53,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,GFAP,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A52,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ADGRE1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A51,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,COL1A2,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A50,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD74,Test,20.9913458542901,0,Flag,0.021487681662316,999,75.7775836236655,0
S74-A49,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,BMP5,Test,999,0,Flag,0.021487681662316,999,85.363046588236,0
S74-A60,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,VEGFB,Test,21.5152113431859,1,Pass,0.021487681662316,83.9531118914136,65.8408665189561,0.835403727907322
S74-A59,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,TLR3,Test,25.6595266755066,1,Pass,0.021487681662316,79.420340429121,999,1
S74-A58,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,SELE,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A57,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,PDGFB,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A56,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,LY75,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A55,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,INS1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A66,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ICOSL,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A65,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,GHRL,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A64,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,FAP,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A63,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CSF1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A62,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD80,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A61,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,BMP7,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A72,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,WNT2B,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A71,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,TLR4,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A70,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,SFRP1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A69,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,PDGFRB,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A68,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,MMP1A,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A67,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,INS2,Test,9.02876288958526,1,Pass,0.021487681662316,85.9262855458124,65.8357114909391,0.917813445372558
S74-A78,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,IFNG,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A77,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,GM13889,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A76,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,FCGR1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A75,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CSF1R,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A74,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD83,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A73,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD14,Test,19.8475246486138,1,Pass,0.021487681662316,82.3230508865786,65.5161450206971,0.851693122384135
S74-A84,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,WNT4,Test,24.4616924853734,1,Pass,0.021487681662316,75.2040753166581,999,1
S74-A83,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,TLR7,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A82,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,SPP1,Test,23.5057251147228,1,Pass,0.021487681662316,78.974958867187,999,1
S74-A81,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,PDPN,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A80,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,MMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A79,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ITGAX,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A90,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,IGF1,Test,24.5554154547422,0,Flag,0.021487681662316,999,74.8592137721585,0
S74-A89,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,H2-AA,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A88,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,FGFR1,Test,23.3170118984917,1,Pass,0.021487681662316,80.0516529898646,999,1
S74-A87,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CSF2RA,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A86,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD86,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A85,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,CD24A,Test,16.6122106085636,1,Pass,0.021487681662316,88.6307921868033,65.6481267583571,0.83804061472969
S74-A96,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ZAP70,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A95,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,TLR9,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A94,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,SST,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A93,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,PECAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A92,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,MMP3,Test,999,0,Flag,0.021487681662316,999,999,0
S74-A91,SEEP05_wk11_NOD-M_74_IS_doublet_none_G2,Unknown,1,ITGB1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A01,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ACTA2,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A02,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD36,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A03,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD8A,Test,20.9929099041708,0,Flag,0.021487681662316,999,65.9417632897994,0
S20-A04,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CSF2RB,Test,16.6987567020515,0,Flag,0.021487681662316,999,84.626165172425,0
S20-A05,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FGFR3,Test,15.2811680154408,0,Flag,0.021487681662316,999,85.7878737420188,0
S20-A06,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,H2-DMA,Test,15.2901901894297,0,Flag,0.021487681662316,999,85.8946551408603,0
S20-A07,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IGF2,Test,17.5675814541772,1,Pass,0.021487681662316,81.5932112824729,65.7183403583109,0.895138942499273
S20-A08,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,KDR,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A09,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,MMP9,Test,21.9489460922766,1,Pass,0.021487681662316,86.4061499377755,66.0750216610189,0.828936455297928
S20-A10,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PPY,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A11,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TEK,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A12,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TNC,Test,15.6996204271073,1,Pass,0.021487681662316,84.3981338080774,66.2691400961794,0.855874728364424
S20-A13,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ACVR1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A14,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD3E,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A15,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CLEC7A,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A16,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CXCL13,Test,15.2064438971864,1,Pass,0.021487681662316,81.1060159528535,66.5220423545835,0.852259992261546
S20-A17,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FGR,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A18,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,HIF1A,Test,15.0169243371104,1,Pass,0.021487681662316,75.8136187233153,65.7237694049552,0.933730293068134
S20-A19,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IL1A,Test,18.7497639112515,1,Pass,0.021487681662316,77.624098575008,65.7232800792612,0.950423340988279
S20-A20,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,KLF5,Test,15.0171235249247,1,Pass,0.021487681662316,78.0293272206874,65.8530226955705,0.939089871888596
S20-A21,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,NFATC1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A22,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PTGS2,Test,19.5077999255799,0,Flag,0.021487681662316,999,81.7197875116566,0
S20-A23,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TGFB1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A24,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TNFSF11,Test,21.6578456757507,0,Flag,0.021487681662316,999,78.7635241634143,0
S20-A25,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ANGPT1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A26,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD4,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A27,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,COL11A1,Test,25.9614662842992,0,Flag,0.021487681662316,999,66.8285452325122,0
S20-A28,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,DES,Test,15.1441829752527,0,Flag,0.021487681662316,999,83.8907004614254,0
S20-A29,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FLT4,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A30,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IAPP,Test,10.5363918434103,1,Pass,0.021487681662316,84.2352452978322,65.9197507905938,0.923476807477149
S20-A31,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IL1B,Test,22.3597680396985,0,Flag,0.021487681662316,999,83.3422237116482,0
S20-A32,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,LCK,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A33,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,NLRP3,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A34,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PTK2,Test,15.219413118211,1,Pass,0.021487681662316,80.131480258955,65.8320803141797,0.939339854865555
S20-A35,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TIMP1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A36,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,VCAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A37,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ANPEP,Test,14.8049883312568,1,Pass,0.021487681662316,78.7126285220757,65.6668373655285,0.924560539544212
S20-A38,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD44,Test,22.0255755055284,0,Flag,0.021487681662316,999,74.5890793122786,0
S20-A39,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,COL1A1,Test,19.8950176121616,0,Flag,0.021487681662316,83.6656371145162,66.457830979875,0.725037432747783
S20-A40,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,EGFR,Test,17.235949203869,1,Pass,0.021487681662316,78.422830091308,65.6565478361206,0.934917846777202
S20-A41,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,GCG,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A42,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ICAM1,Test,21.1034582607029,0,Flag,0.021487681662316,999,85.1842221414192,0
S20-A43,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IL34,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A44,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,LEPR,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A45,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PDGFA,Test,16.1970382890117,1,Pass,0.021487681662316,84.0312468868684,65.7514008936434,0.90060517020069
S20-A46,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,RSPO1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A47,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TIMP2,Test,16.3350979452233,0,Flag,0.021487681662316,999,82.3250216983903,0
S20-A48,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,VEGFA,Test,12.05196834353,1,Pass,0.021487681662316,78.8457962888636,65.7671513743647,0.928745644874973
S20-A54,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ICAM2,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A53,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,GFAP,Test,25.2242814779816,0,Flag,0.021487681662316,999,86.3697432130275,0
S20-A52,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ADGRE1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A51,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,COL1A2,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A50,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD74,Test,16.7305676010992,0,Flag,0.021487681662316,999,84.7792664984231,0
S20-A49,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,BMP5,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A60,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,VEGFB,Test,19.5919936674771,1,Pass,0.021487681662316,84.87516984081,65.5188887251066,0.924195981999499
S20-A59,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TLR3,Test,16.5225001537955,1,Pass,0.021487681662316,79.4351976699124,65.6302406594372,0.905161092514216
S20-A58,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,SELE,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A57,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PDGFB,Test,17.8122605780992,1,Pass,0.021487681662316,84.6288648480779,65.6048982305209,0.956915270447129
S20-A56,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,LY75,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A55,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,INS1,Test,13.7448601712683,1,Pass,0.021487681662316,81.3830626545039,65.852606645846,0.938895251505022
S20-A66,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ICOSL,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A65,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,GHRL,Test,16.5186755823683,1,Pass,0.021487681662316,80.640393582413,65.7627958501443,0.918898956034634
S20-A64,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FAP,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A63,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CSF1,Test,15.9546205309075,1,Pass,0.021487681662316,79.9825155180813,65.6727054273921,0.937546471151134
S20-A62,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD80,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A61,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,BMP7,Test,15.7082103133615,1,Pass,0.021487681662316,81.8993292656632,65.7731688431641,0.908213342144942
S20-A72,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,WNT2B,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A71,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TLR4,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A70,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,SFRP1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A69,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PDGFRB,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A68,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,MMP1A,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A67,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,INS2,Test,2.5,0.166666666666667,Flag,0.021487681662316,86.0156285138497,65.6771068492095,0.921081777669545
S20-A78,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IFNG,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A77,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,GM13889,Test,17.0770328924814,1,Pass,0.021487681662316,82.7129964456429,65.6675051577279,0.897465441213775
S20-A76,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FCGR1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A75,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CSF1R,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A74,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD83,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A73,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD14,Test,15.2113993856105,1,Pass,0.021487681662316,82.0362220041786,65.8906006281355,0.917395910268442
S20-A84,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,WNT4,Test,17.9097975615303,0,Flag,0.021487681662316,999,83.5924703636563,0
S20-A83,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TLR7,Test,18.3180983701733,0,Flag,0.021487681662316,80.6771324660002,66.5998260569645,0.787362723323096
S20-A82,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,SPP1,Test,22.3750619691453,0,Flag,0.021487681662316,999,82.0468849472773,0
S20-A81,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PDPN,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A80,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,MMP2,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A79,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ITGAX,Test,16.8351765215919,0,Flag,0.021487681662316,999,83.2870618057649,0
S20-A90,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,IGF1,Test,24.5126773731928,0,Flag,0.021487681662316,999,74.9135006553283,0
S20-A89,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,H2-AA,Test,15.265080042277,1,Pass,0.021487681662316,82.4136213928169,66.2406884898294,0.850876101090091
S20-A88,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,FGFR1,Test,15.161920642678,0,Flag,0.021487681662316,80.1561614228363,86.6562478558135,0.616586742745742
S20-A87,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CSF2RA,Test,16.736545152503,1,Pass,0.021487681662316,85.6699468358407,65.5910323949212,0.900749894076527
S20-A86,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD86,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A85,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,CD24A,Test,16.5450662108945,1,Pass,0.021487681662316,88.6392139585646,65.6658163298379,0.847849983018296
S20-A96,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ZAP70,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A95,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,TLR9,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A94,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,SST,Test,16.8293639587919,0,Flag,0.021487681662316,999,83.3718104561224,0
S20-A93,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,PECAM1,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A92,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,MMP3,Test,999,0,Flag,0.021487681662316,999,999,0
S20-A91,SEEP05_wk11_NOD-M_20_IS_doublet_none_B8,Unknown,1,ITGB1,Test,14.3808501461037,1,Pass,0.021487681662316,81.6361326802273,65.8932805831815,0.932596518726686
S73-A01,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,ACTA2,Test,999,0,Flag,0.021487681662316,77.2758461443751,999,1
S73-A02,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,CD36,Test,10.9960603786696,1,Pass,0.021487681662316,77.2966894367276,65.8224470995396,0.944241570903949
S73-A03,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,CD8A,Test,999,0,Flag,0.021487681662316,999,999,0
S73-A04,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,CSF2RB,Test,11.8521224529518,1,Pass,0.021487681662316,79.681374554682,65.8521574818951,0.911204748889965
S73-A05,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,FGFR3,Test,14.1318043032213,0,Flag,0.021487681662316,82.5627629891489,65.9117497865728,0.788640281875688
S73-A06,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,H2-DMA,Test,17.690158329863,0,Flag,0.021487681662316,999,85.8166890043601,0
S73-A07,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,IGF2,Test,999,0,Flag,0.021487681662316,999,999,0
S73-A08,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,KDR,Test,10.0722065841754,1,Pass,0.021487681662316,77.7587667918817,65.8817517373101,0.938108550698867
S73-A09,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,MMP9,Test,999,0,Flag,0.021487681662316,999,999,0
S73-A10,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,PPY,Test,999,0,Flag,0.021487681662316,999,999,0
S73-A11,SEEP05_wk11_NOD-M_73_IS_doublet_none_G1,Unknown,1,TEK,Test,10.1677401454687,1,Pass,0.021487681662316,77.063320292535,65.8010888136292,0.941112463166799
