"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","ADAMTS2","AIM2","ANG","APP","AREG","ATOH8","B2M","BCL2","BCL6","C3_1","C3_2","C5_1","C5_2","CAMP","CCL24","CCL3","CCL8","CCR1","CCR2","CCR3","CCR4","CCR5","CCR6","CCR7","CD274","CD28","CD3E","CD4","CD40","CD44","CD52","CD53","CD8A","CDC42_1","CDC42_2","CEACAM1","CFH","CMA1","CRISPLD2","CSF1","CSF1R","CSF2","CTLA4","CTNNB1","CXCL10_1","CXCL10_2","CXCL2","CXCL9","CXCR3","CXCR4","DEFB1","ECM1","EGFL6","EGR1","EGR2","ENG","F13A1","F2R","F2RL2","FFAR2","FGF9","FGFR2","FNDC4","FOXP3","FURIN","FYN","FZD1","GAPDH","GATA3","GRN","GSK3A","GSK3B","HBEGF","HGF","HIF1A","HLA-DRA","HMGB1","HMOX1","ICAM1","ICOS","IFI44","IFI44L","IFIT1","IFIT3","IFNAR1","IFNAR2","IFNG_1","IFNG_2","IFNGR1_1","IFNGR1_2","IGF1","IL10","IL12RB1_1","IL12RB1_2","IL17A_1","IL17A_2","IL1A","IL1B","IL2","IL21","IL22","IL25","IL26","IL2RA","IL3","IL4","IL4R","IL5","IL5RA","IL7","IL7R","IRF1","IRF2","IRF4","IRF7","IRF9","ISG15","ITGA4","ITGAL","ITGB1","ITGB2","JAG1","JAK1","JAK2","LEF1","LGALS3","LRP5","LRP6","LY6E","MMP2","MMP24","MMP25","MMP28","MMP9","NFKB1","NLRP3","NPNT","NR4A1","OSM","P3H4","PDCD1_1","PDCD1_2","PDGFA","PDGFB","PI3","PPARA","PPARG","PPARGC1A","PTEN","PTGES2","RAC1_1","RAC1_2","RAC2_1","RAC2_2","REG3G","RHO","RORC","RPL13A","SDC1","SOCS3","STAT1","STAT3","STAT4","STAT5B","SYK","TBX21","TCF7","TGFA","TGFB1","TGFB3","TGFBR2","THBS1","TNF_1","TNF_2","TNFAIP3","TNFRSF1A_1","TNFRSF1A_2","TNFRSF1B","TNFRSF21","TPSB2","TRAF2","TRAF3IP2","TSPAN2","TYK2","VAV1","VEGFA","VEGFB","VEGFC","VWF","WNT1","ZAP70","ZEB2"
"58","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P2_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_H9",0,0,9.70501325,7.23660272,0,0,12.6204723,0,8.38042815,0,0,0,0,0,3.81565513,0,0,0,6.71084726,9.1789076,9.90301971,9.12478884,7.39780454,7.68747768,0,9.52017219,12.55362093,0,7.35121391,10.34229951,10.98735469,11.4065219,0.703148429999999,12.81653943,13.26958233,0,7.731311,8.76046007,0,0,0,0,8.17701881,9.98226313,7.03245316,6.50463591,3.43417288,0,7.64540769,11.73717705,0,0,0,0,0,0,0,0,0,9.53806048,0,0,0,0,5.77570238,10.00092086,0,11.9861697,8.47195869,0,8.33694018,0,0,0,9.99926546,0,8.04819589,0,7.83487283,1.15085538,7.14250409,0,8.27502702,8.25371015,7.66174326,5.85460937,0,0,10.57104192,11.14482183,0,0,7.42470234,1.89157531,0,0,0,0,0,0,0,8.95031984,0,6.95300221,0,0,7.23026896,0,0,0,13.29465753,6.02131767,6.50240005,1.68145361,7.08946625,8.00617401,5.22420168,8.43524779,10.33712822,0,8.88283833,0,11.2374406,0,0,4.64262929,0,0,10.28235589,0,0,1.55733546,0,0,7.91316262,0,0,0,8.99621809,7.45336756,0,8.38946214,0,7.10315231,2.09899301,0,0,0,7.88293665,7.92406452,10.15080332,10.93698807,12.55091595,13.20707005,6.27415652,0,9.37630036,13.43962246,0,3.92184436,7.82910649,7.54701055,6.41000098,9.58639449,0,0,7.27902612,0,11.05772646,0,10.62908452,9.30651287,0,3.22677748,12.41999547,0,6.8738039,9.15821732,0,7.98910534,9.10103364,0,0,1.66418616,9.34954616,0,0,0,0,0,7.34173362,0
"59","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_A12",0,0,7.78254785,0,1.89891623,0,14.930049839,6.22017798,0,0,0,0,0,0,4.94542621,0,1.3914872,7.23858049,8.84350306,7.04515459,10.18142225,6.73591688,8.99164079,9.64593609,7.47154346,9.75217951,11.72170532,0,0,9.45988733,12.1937175,9.45141346,4.1310763,11.33879821,11.4752264,0,0,4.85628819,0,0,0,0,8.14502514,9.35369129,6.83482822,5.38368047,0,0,7.29457569,11.69563361,0,0,0,1.38001178,0,0,0,9.57151902,2.43373347,6.96641487,0,0,0,0,0,9.96966182,0,10.79933747,6.70658831,3.95715315,9.8641029,7.33545263,0,0,0,0,7.13213205,0,6.95523546,0,9.24161017,0,8.84462679,8.34025571,0,5.70751737,0,0,7.59759721,7.64439222,0,0,7.92960623,2.88281159,0,0,5.60922835,3.25002244,0,0,0,7.25726276,0,0,0,0,0,0,0,0,12.3897319,8.81047639,0,0,6.44915234,6.79550728,0,8.49474592,8.84193003,8.99175545,6.18052119,0,10.49747051,6.70122457,0,0,0,0,9.41203172,0,0,0,1.76045433,0,7.33952744,4.22192655,0,0,0,0,0.257301510000001,8.65943914,0,0,0.742929109999999,0,0,0,7.83731043,0,8.612475,8.95631168,11.13986184,11.26683263,7.24113224,0,9.28126927,13.97102325,0,4.39022077,0,0,8.68437825,8.66540414,0,0,8.53856191,0,10.00415951,0,7.73328739,7.47152103,6.83975164,7.58714178,11.51080147,5.81256807,8.89226979,6.37217629,0,0,7.57447037,0,0,7.41596828,0,0,5.88335475,0,0,0,9.61328845,0
"60","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_B12",0,0,7.33597372,0,0,0,15.038112209,7.1839816,0,0,0,0,0,0,3.91220011,4.35443838,2.24331477,8.29977191,9.13935561,6.0364156,10.82038884,10.32389833,8.1138017,6.19473508,0,10.15893972,11.98120456,0,8.14665041,10.63352128,11.89269654,11.31267158,3.89947732,12.80257859,12.93203983,0,0,8.61263594,0,0,0,0,1.56250865,7.9118257,7.6531558,6.55630474,3.99603941,0,0,12.99230214,0,0,0,0,0,0,0,8.37830791,0,6.78931057,0,0,0,1.61620802,4.28937108,10.92828601,0,10.64928994,6.08743956,0,7.88980917,0,0,0,0,0,8.01473388,0,1.12147345,7.94915145,9.49887595,6.39352803,7.55791059,0,0,7.1906239,0,0,8.71890587,8.67431618,0,0,0,0,0,0,0,4.95801881,0.0742981600000014,0,5.1066748,7.86543453,0,0,0,0,0,0,0,0,12.90423173,7.03378042,8.6156463,0,0,8.40173323,6.0960779,8.77197333,8.58131253,0,8.68726689,0,11.33774033,8.20891985,0,0,0,0,10.3090309,0,0,0,6.40140831,0,0,0,0,3.11151909,1.99427919,0,0,0,0,0,0,0,0,0,9.64391126,9.11117794,9.2104277,9.37560937,11.43341186,11.51946172,7.69920406,0,7.32076955,14.027864233,0,2.55437158,0,8.59028208,8.57781171,9.86665299,0,8.53454363,7.02302291,0,9.60831558,0,8.2522539,4.69350651,8.5894921,9.17430172,11.94758132,7.12307217,0,4.94651878,0,0,0,0,0,7.8212487,0,0,6.79035626,0,0,0,9.50591162,0
"61","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_C12",0,0,7.71437406,7.90524672,0,0,15.124538269,7.51154159,0,1.1812883,0.57552866,0,0,0,5.32509807,5.29121007,4.12136532,0,9.58173859,7.62864491,10.88166422,9.75550604,8.82687993,9.59283943,0,11.40208623,12.10683165,0,0,10.30224279,11.44663257,11.42260889,5.86665815,12.42551162,12.38316766,0,7.32877479,7.51301141,0,0,0,0,6.95336917,8.51128917,6.99683899,5.87384162,1.95418528,0,5.3522562,13.08389623,0,0,0,0,0,0,0,8.20872846,3.17389178,5.54980583,0,0,0,0,0,11.73805607,0,10.45923163,0,4.90996661,9.35905028,8.52706104,0,0,0,0,0,0,2.66411853,0,6.50092566,6.15308314,10.0216012,8.72132888,9.05825258,0,0,0,11.04843491,10.89440032,0,0,0,0,0,0,0,5.23733018,0,0,3.97318946,0.618028450000001,0,0,0,0,0,0,0,0,13.11840888,10.65111061,8.82588479,0,0,8.25522377,5.72703905,0,9.65191303,7.52805774,7.30476321,0,11.0418899,9.75371911,0,0,0,0.327754729999999,8.30232145,0,0.0837044700000007,0,3.94520378,0,7.31847996,5.55806809,0,4.39174516,0,0,0,2.82937805,0,0,0,0,0,0,9.85813647,0,8.79953641,8.55710792,12.05781236,11.8303297,4.90597708,0,7.01292082,14.00171332,0,0,9.96114011,7.18428727,7.44854554,10.49265393,0,8.62203874,6.45595363,0,9.70903628,0,9.36220457,2.99004108,9.75109153,9.85953909,12.06147599,7.7942035,7.40133067,0,0,0,2.92886578,0,0,0,0,0,0,0,0,8.85323693,9.33818658,0
"62","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_D12",0,0,8.08906739,0,0,0,15.273893137,6.94916689,8.6170769,0,0,0,0,0,3.96737828,0,4.21700187,0,10.28414207,7.2998118,10.61042355,8.25524843,8.21186363,7.70729656,0,10.61258268,11.55788352,0,6.5978696,10.14243571,11.86893623,11.56919261,0,12.08305711,11.86364281,0,0,0,0,0,0,0,9.32940737,9.07177561,7.73525678,6.58252948,0,0,0,12.61908206,0,0,0,0,0,0,0,9.6877194,0.0848825600000005,0,0,0,0,0,6.79597831,11.63821991,1.53069486,12.16690038,7.54178393,0,0.412441529999999,0,0,0,8.38323647,0,7.13363431,0,0,1.31123727,9.71503574,0,7.80520393,8.54072703,9.621719,4.96036041,0,0,10.63439923,10.52343417,0,0,6.12699684,0,0,0,0,0,0,0,3.06457126,7.23952174,0,0,0,0,0,0,0,0,13.92131403,0,9.5593537,0,0,8.98387004,0,6.35128914,9.85434773,8.40838919,8.07602793,0,11.20098011,0,0,5.75651576,0,1.1257621,8.69293296,0,8.6210284,0,4.88850829,0,0,0,0,0,0,0,0,8.81901271,0,0,1.49734755,0,0,0,9.57501857,0,10.06495903,10.00759971,12.3445869,12.39318003,4.58209811,0,8.63008976,13.64797474,0,0,7.84116615,5.72892905,8.14124779,10.13699809,0,9.29258975,8.54712819,9.69350209,9.7562289,0,7.07873196,8.87341663,6.859909,8.49739697,9.67052132,6.97901618,7.73922831,0,0,0,0,0,0,3.77823524,6.70442858,0,6.40686844,0,0,0,10.84859464,0
"63","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_E12",0,0,9.33134329,7.89700356,0,0,15.767173974,9.80096428,0,0,0,0,0,0.379735480000001,4.77751139,0.89698082,2.73094741,7.54384577,9.8041329,0,11.01614146,10.23253218,8.2883045,7.0930926,0,9.08484961,11.47295193,0,9.84495176,9.74550812,12.26669541,12.08655537,4.2395171,11.64743572,12.03972595,0,0,0,0,0,0,0,4.51306475,0,7.52577374,6.635184,0,0,7.3536651,12.04773129,0,0,0,0,0,0,0,8.00993226,0,9.03952937,0,0,0,0.96920682,5.80246794,10.89635376,1.60401183,8.85249871,7.08558265,6.5935507,9.72828808,7.73763185,0,0,8.72288722,0,7.59400749,0,6.9421207,8.55919599,9.03275758,5.22306552,0,8.41224325,0,5.53459684,0,0,11.14610571,11.2294622,0,0,8.48490243,3.13867308,0,0,0,5.88716502,0,0,6.07412792,4.73225512,0,0,0,0,5.82220169,0,0,0,14.057970551,7.19850683,10.00663178,0,0,9.353668,5.41355748,9.30797451,11.61783709,0,7.57381,0,11.08251767,4.09723657,0,6.87561315,0,0.0721676199999983,9.34139459,0,0,0,0,0,0,4.15785207,0,3.30226554,8.97030521,0,0,7.70922625,0,7.60752028,0,0,0,0,9.87816578,0,8.94795122,9.04284974,10.75369958,11.17283173,0,0,8.85041775,13.49122437,0,4.92065892,9.11181568,5.82502762,9.13738496,9.7739053,0,8.64967017,8.81578928,0,11.09068708,0,8.6785438,0,0,0,10.49987102,7.29013322,7.65256674,4.55701882,0,6.18714482,0,0,0,6.81232464,0,0,5.85160638,0,0,0,8.87230546,7.2412312
"64","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_F12",0,0,8.74278973,0,0,0,14.721898374,9.63401964,0,0,0,0,0,0,4.64839558,5.4994998,3.19761389,6.69639442,6.69578036,9.4038012,11.01842378,9.42716576,9.84816748,7.76763509,0,9.69934602,11.27170079,0,8.23354633,9.53086301,11.7509205,10.66352028,5.45685908,11.59006112,12.03139293,0,0,0,0,0,0,0,9.03318438,8.34460211,6.329932,5.00385398,0,0,8.06127278,11.38877587,0,0,0,0,0,0,0,9.75514823,1.17763177,7.92992826,0,0,0,2.29094169,3.61612211,10.38076864,7.34450535,11.15677175,6.97940873,0,8.01891902,7.8819669,0,0,0,0,7.0160549,0,8.28843124,8.28507245,0,6.23475818,8.77662023,9.00139919,7.9460775,0,0,0,9.70214387,9.91438047,0,0,0,0,0,0,0,6.73404075,0,0,7.19512327,8.14272874,0,0,0,0,0,0,0,0,12.25529626,9.58185505,7.78615775,0,0,6.7442891,6.16256467,6.9325628,7.18395916,9.34420342,6.88755996,0,10.88431444,5.9946254,0,5.95769323,0,2.40892354,9.82183495,0,0,0,6.37452724,0,0,7.55265606,0,0,4.0000096,0,0,9.46881235,0,0,5.05449787,7.51753031,0,0,10.10519243,0,9.14193082,9.37700756,11.1504534,11.29060369,4.58517392,0,7.51221758,13.33275494,0,0,0,7.760489,8.67141212,0,0,0,7.15427444,7.36896084,9.64893028,0,7.13214587,8.41843455,3.46419122,1.04863741,12.4932258,0,7.40395604,0,0,7.4628156,0,0,0,0,9.33922019,0,0,0,0,0,8.43410527,0
"65","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P1_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_G12",0,0,0,0,0,0,14.124753521,7.79869416,7.9443325,0,0,0,0,1.53973777,2.57232656,0,0.454774149999999,6.62699646,0,5.3986633,11.37438632,0,7.29966946,0,0,9.1211604,11.75819068,0,7.63362192,8.94594211,11.10280621,9.3979301,0,11.39592374,11.45735865,0,0,7.15775694,0,0,0,0,0.5240519,8.97161295,6.91717017,6.00734814,0,0,0,11.80963932,0,0,0,0,0,0,0,2.01334981,0.649895130000001,3.89394689,0,0,0,0,7.04752794,10.6260465,0,9.6239844,0,0,0,0,0,0,0,0,7.71191696,0,0,0,10.11557145,5.03135428,9.29722087,3.54615096,0,5.57063347,0,0,9.79483115,9.85131571,0,0,6.23388225,0,0,0,0,0,0,0,0,8.94212485,0,0,0,0,0,0,0,0,10.49067277,9.46935631,0,0,0,6.93955326,0,6.05041883,0,0,0,0,11.02387721,7.80975644,0,6.37491868,0,0,8.97493331,0,0,0,6.34058362,0,0,0,0,0,0,0,0,0,0,0,1.58044045,0,0,0,9.19679456,0,9.22157212,9.28430425,11.04663668,11.10949253,7.48169837,0,9.01937807,13.06112701,0,0,7.24211473,0,0,8.22684174,0,8.92837449,6.9849697,0,5.74288784,0,8.48951219,0,8.11359561,8.89492619,7.70999207,0,7.81369591,0,0,3.17740916,0,0,0,7.30175744,7.6884515,0,0,0,0,0,0,0
"66","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_B12",0,0,9.15188285,0,0,0,14.888364458,7.73319685,0,0,0,0,0,0,4.40976939,0,0,4.98078216,8.78312944,7.3544392,9.10619939,0,8.37524417,8.009938,0,8.70182885,10.49295401,0,7.8713991,9.19465788,10.73872679,10.12378085,4.94575044,11.35070715,11.61658399,0,0,6.77231291,0,0,0,0,9.07010365,9.51332015,4.65632401,4.26319184,4.90140739,0,8.3203607,11.11805654,0,0,0,0,0,0,0,9.54045939,1.87477809,8.88365332,0,0,0,0,4.8545944,10.75807248,8.77238159,9.93674863,5.97061695,0,0,4.15388108,0,0,0,0,7.73161052,0,6.70775418,0,9.02682633,0,8.46063764,8.12158029,0,7.39829098,0,0,8.94190953,9.16382605,0,0,0,0,0,0,0,0,0,0,0,9.07207179,0,0,0,0,0,0,0,0,12.28402876,8.03916936,4.531225,0,4.11146558,8.68196349,0,5.48764123,8.07030218,0,7.97149056,0,8.95386809,4.81399841,0,0,0,0,8.33990133,0,0,0,7.19509532,0,0,0,0,0.909066190000001,0,0,0,7.8931799,0,0,3.0473068,0,0,0,6.98047232,0,9.25421349,9.6945696,10.90918225,11.43029658,4.41811433,0,8.44843392,12.71931587,0,2.35162111,10.63730332,7.63260975,8.74102971,7.92416097,0,0,6.535933,0,10.08821491,0,0,8.53026767,1.8847449,7.13755969,9.64447464,6.37441389,8.84795421,0,0,6.16745609,0,5.09141372,0,1.39756934,6.10559328,0,0,0,0,0,6.87844972,0
"67","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_C12",0,0,8.38974099,0,0,0,8.11989986,6.52534919,0,0,0,0,0,0,2.69522128,0,0,0,0,6.8884041,9.12207779,0,0,6.4767327,0,0,6.57648757,0,6.6383414,0,0,0,0,8.75587415,8.67038483,0,0,6.63913834,0,0,0,0,6.94021755,0,4.84490398,4.18878319,4.10312605,0,5.93607834,1.48641327,0,0,0,0,0,0,0,8.06477027,0.779267539999999,6.18405527,0,0,0,0,0,0,0,5.29786559,0,0,0,0,0,0,0,0,3.93640633,0,5.7058838,0,7.45269008,0,0,7.88217024,0,0,0,0,7.13387664,6.91554906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39789848,0,0,0,0,0,0,0,0,5.09981125,0,0,0,0,0.564306779999999,0,0,0,2.56676305,0,0,2.50019875,0,0,0,0,0,7.53157826,8.13334636,0.60064204,0,5.66712271,0,0,6.0292529,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71835026,0,3.77936243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_D12",0,0,7.97134651,0,0,0,14.291072873,8.12956379,0,0,0,0,0,0,5.25018134,0,0,5.83947792,0,8.04755912,8.74909746,9.18876528,7.99077524,8.12550056,0,9.10686504,10.50673796,0,8.2902488,9.3243746,9.89257912,9.97258319,6.05976457,11.51029006,11.67832258,0,0,7.94954449,0,0,0,0,8.74264078,8.73052934,5.51248212,5.91657826,6.07246127,0,8.01797631,11.76628453,0,0,0,0,0,0,0,10.24803812,0,6.0345239,0,0,0,0,4.72915871,11.04249694,8.38083431,10.02437946,7.09741001,0,7.95141794,6.14758094,0,0,6.96739934,0,7.56439653,0,6.54090472,0,6.79560117,0,7.10426313,8.2726527,7.39247788,8.46499744,0,0,9.36207338,9.50160974,0,0,0,0,0,0,0,0.374367540000001,0,0,0,8.15965031,0,0,0,0,7.09196383,0,0,0,13.70113977,5.82591246,6.38584898,0,3.16677247,7.83082739,0,7.03193728,9.80632639,7.1040976,8.05577559,0,9.13654212,3.56255986,0,0,0,0,8.95757922,0,0,0,6.10997691,0,7.32781766,7.43772066,0,0,0,0,0,0.67685956,0,0,3.77560839,0,0,0,10.12235757,6.95327315,9.35711349,9.69054259,10.80504258,11.20557245,5.35445974,0,7.65162025,13.29620174,0,5.13497635,6.23445133,8.21833374,7.93023119,8.39842297,0,0,8.95331869,7.67631484,10.56883648,0,6.15978704,9.01742266,7.81971875,9.19133505,11.4839612,0,8.17157725,5.58122907,0,3.55258043,4.55164445,7.17710854,0,5.88894604,5.71755205,0,0,0,0,0,7.54329901,0
"69","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_E12",0,0,9.2181808,0,0,0,14.433480717,9.07771298,0,0,0,0,0,0,4.13519413,0,0,7.90014737,10.03497758,7.610293,9.64389299,9.92285612,8.84137414,8.46602879,0,9.11262433,11.18213689,0,7.21344579,9.42541688,10.66237914,10.96842908,4.50878221,11.40452838,11.96059861,0,0,7.66691547,0,0,0,0,8.02029708,7.72246807,4.72918893,5.11227678,4.85977187,0,7.02688149,12.21832687,0,0,0,0,0,0,0,9.6551784,0,8.67325727,0,0,0,0,5.56711538,10.49594514,7.89530162,7.52074926,6.31516242,6.18341638,7.82540272,7.6168362,0,0,0,0,0.199201810000002,0,5.16522735,0,9.71534592,0,7.13312517,8.27345609,0,7.31398323,0,0,8.42306468,8.7289053,0,0,5.00877625,0,0,0,0.96676334,0,0,0,0,9.04116735,0,0,0,0,0,0,0,0,12.74669365,7.48730288,7.73147597,0,0,8.69238481,4.63989334,4.59858741,9.13203793,9.06671586,9.02664828,0,9.79567305,5.89209043,0,0,0,0,8.79499838,0,0,0,6.19817236,0,0,0,0,0,0,0,0,8.05011793,0,0,2.93479928,0,0,0,7.67578227,0,9.60384332,10.45404957,10.77046383,11.20255153,5.40576008,0,8.83138004,12.74598635,0,6.85866929,6.80265748,0,7.9169533,8.08858217,0,0,5.23512363,0,9.92988852,0,6.47916786,9.3840638,1.37880681,4.94671035,9.16959649,0,0,7.57012625,0,6.61947594,6.95750396,0,0,0,7.57743238,0,7.63451602,0,0,0,7.82213823,0
"70","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_F12",0,0,8.18568204,0,0,0,14.305803622,8.72340328,0,0,0,0,0,0,4.40889162,0,0,0,7.30240424,7.63739616,9.37204008,9.07888032,7.55588804,7.72136359,0,9.66898233,10.08524859,0,7.83523008,8.21413661,10.95237176,10.41900919,4.85733307,11.10850528,11.7480862,0,0,7.50452498,0,6.84563639,0,0,8.55892952,7.24674039,4.99952362,4.9800858,5.37824051,0,6.60930707,8.95608418,0,0,0,0,0,0,0,9.77650045,1.54547076,8.90798249,0,0,0,0,0.952626330000001,10.21304286,7.79180594,10.00476426,6.14234854,6.97524927,0,7.2721804,0,0,0,0,7.30163802,0,6.65008976,0,9.48744485,0,8.62646265,0,6.85043398,8.52106985,0,0,8.80868047,9.19533885,0,0,7.09847093,3.7929496,0,0,0,0,0,0,0,8.50769494,0,0,0,0,5.93064925,0,0,0,11.5906862,8.52500394,0,0,3.83973095,8.46634425,0,7.66775163,9.26383705,6.3606662,8.53315693,0,8.74637012,0,0,5.39132411,0,0,8.05530915,0,0,1.37227564,7.18930187,0,7.13944683,0,0,0,0,0,0,5.14329389,0,0,4.54811942,0,0,0,8.7073181,0,9.36357354,10.32687507,10.80287637,11.69002152,6.96271033,0,8.50536669,12.76631764,0,2.13512446,8.99849576,0,7.08342536,9.23814376,0,8.22822235,0,0,10.02415432,0,7.96280491,8.87862839,8.20399973,9.59048576,8.49328098,6.50690899,0,5.91675591,0,4.42651348,0,6.90046895,0,6.55257422,5.38551968,0,7.72011034,0,0,0,8.93419914,0
"71","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_G12",0,0,4.7523411,0,0,0,14.595128549,8.35934176,0,0,0,0,0,0,6.41240982,0,0,6.17913999,8.60201707,8.55854769,9.25773227,8.31263704,8.39016005,7.33672307,0,0,10.67285849,0,8.34555402,9.47929333,10.65590884,10.82812592,2.777513,12.08572223,12.90389739,0,0,8.77254673,0,0,0,0,9.14421773,9.97468933,5.878695,6.11056177,6.1089359,0,7.73824527,10.23397641,0,0,0,0,0,0,0,10.04710712,2.85358392,9.60730206,0,0,0,0,6.1964624,10.05466554,8.27148627,10.39045431,7.45406869,7.89236121,0,7.69360078,0,0,8.95942525,0,8.49289786,0,7.09948104,0,9.68869921,0,8.613423,8.49843478,5.39812807,7.55970176,0,0,9.1441773,10.03259467,0,0,5.62520118,0,0,0,0,1.09612705,0,0,2.50452232,8.8393925,0,0,0,0,0,0,0,0,13.54466785,7.92485842,8.16998037,0,0,7.67309845,0,6.74345891,8.82842884,9.04981038,8.86456918,0,9.04126757,4.81993277,0,4.95190619,0,0,9.21409491,0,0,0,7.83561993,0,7.78586491,0.124587099999999,0,0,8.86976807,2.86848681,0,8.55557642,0,5.57806928,1.27702209,0,0,0,8.25510974,8.79443851,9.5982706,10.77079219,11.36023527,12.32589199,6.29467024,0,9.21126212,13.21370977,0,5.60682454,6.66143351,0,7.71372154,6.33105588,0,0,9.56566167,0,10.32077931,0,5.84061756,8.82662176,5.59705144,8.5920508,12.47439649,6.15045777,0,5.93881685,0,7.59716834,0,0,0,5.32965169,9.24357912,0,7.04326769,0,0,0,8.25863493,0
"72","blood","RUS013","blood","blood.RUS013.blood","blood.RUS013.blood.FR","blood.RUS013.blood.","FR_RNA_UCM_HU_20210831_P2_SEEP05_CH_JD_RUS013_BL_MAIT_5OPRU_H12",0,0,5.73460523,0,0,0,14.490220701,8.75644348,0,0,0,0,0,0,1.59826472,0,0,0,8.525949,7.09767168,8.62043499,6.81069954,7.93539088,7.26254933,0,10.21043033,8.99695371,0,5.21664503,7.30609256,11.16657155,10.31487411,2.94647903,10.78230025,11.3821493,0,0,6.48568543,0,0,0,0,8.64206574,8.61973193,1.34810067,2.06958492,2.32195133,0,6.66716247,11.77695399,0,0,0,0,0,0,0,8.40713585,0,8.80794398,0,0,0,0,0,9.75276989,8.53214477,10.58609181,5.04673228,6.66033474,0,6.03276205,0,0,7.43757254,0,7.56961107,0,5.68980678,8.08930261,7.52036295,0,7.81866846,8.1443613,4.78934831,6.98094953,0,0,8.15957816,8.58224115,0,0,0,0,0,0,0,0,0,0,0,8.68801498,0,0,0,0,5.40568292,0,0,0,13.48149255,7.55698623,6.11729597,0,0,7.63595886,0,7.87025594,10.31904047,0,9.58683041,0,9.33098791,4.53161961,0,0,0,0,8.25503732,0,0,0,5.46689966,0,6.33221954,0,0,0,0,0,0,7.44828136,0,0,1.13598598,0,0,0,7.71109574,7.2755472,8.84310491,9.92439373,10.10522063,10.77827341,1.23822284,0,7.98535834,11.6289334,0,3.26575165,7.07583284,7.58614801,7.38652142,6.62797948,0,6.15935751,7.17165239,0,10.36788778,0,6.50099775,8.15962427,0,3.98855389,10.79952052,0,7.86238055,5.89329743,0,6.04735392,8.24630106,0,0,6.62341664,6.49516607,0,5.09772354,0,0,0,6.09363777,0
