"","cellSource","probe","age","SPA","SPAM","SPAMcell","cellType","ADAMTS2","AIM2","ANG","APP","AREG","ATOH8","B2M","BCL2","BCL6","C3_1","C3_2","C5_1","C5_2","CAMP","CCL24","CCL3","CCL8","CCR1","CCR2","CCR3","CCR4","CCR5","CCR6","CCR7","CD274","CD28","CD3E","CD4","CD40","CD44","CD52","CD53","CD8A","CDC42_1","CDC42_2","CEACAM1","CFH","CMA1","CRISPLD2","CSF1","CSF1R","CSF2","CTLA4","CTNNB1","CXCL10_1","CXCL10_2","CXCL2","CXCL9","CXCR3","CXCR4","DEFB1","ECM1","EGFL6","EGR1","EGR2","ENG","F13A1","F2R","F2RL2","FFAR2","FGF9","FGFR2","FNDC4","FOXP3","FURIN","FYN","FZD1","GAPDH","GATA3","GRN","GSK3A","GSK3B","HBEGF","HGF","HIF1A","HLA-DRA","HMGB1","HMOX1","ICAM1","ICOS","IFI44","IFI44L","IFIT1","IFIT3","IFNAR1","IFNAR2","IFNG_1","IFNG_2","IFNGR1_1","IFNGR1_2","IGF1","IL10","IL12RB1_1","IL12RB1_2","IL17A_1","IL17A_2","IL1A","IL1B","IL2","IL21","IL22","IL25","IL26","IL2RA","IL3","IL4","IL4R","IL5","IL5RA","IL7","IL7R","IRF1","IRF2","IRF4","IRF7","IRF9","ISG15","ITGA4","ITGAL","ITGB1","ITGB2","JAG1","JAK1","JAK2","LEF1","LGALS3","LRP5","LRP6","LY6E","MMP2","MMP24","MMP25","MMP28","MMP9","NFKB1","NLRP3","NPNT","NR4A1","OSM","P3H4","PDCD1_1","PDCD1_2","PDGFA","PDGFB","PI3","PPARA","PPARG","PPARGC1A","PTEN","PTGES2","RAC1_1","RAC1_2","RAC2_1","RAC2_2","REG3G","RHO","RORC","RPL13A","SDC1","SOCS3","STAT1","STAT3","STAT4","STAT5B","SYK","TBX21","TCF7","TGFA","TGFB1","TGFB3","TGFBR2","THBS1","TNF_1","TNF_2","TNFAIP3","TNFRSF1A_1","TNFRSF1A_2","TNFRSF1B","TNFRSF21","TPSB2","TRAF2","TRAF3IP2","TSPAN2","TYK2","VAV1","VEGFA","VEGFB","VEGFC","VWF","WNT1","ZAP70","ZEB2"
"16","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_A10",0,0,10.4134394,0,0,0,15.227917052,8.51017491,0,2.00748229,1.804618,7.6121913,7.97273532,1.23182194,6.96661029,4.92833656,2.43837664,0,8.17227434,5.96581979,10.49680249,0,8.58190664,8.37843394,0,9.83407717,12.8848068,0,9.75376244,9.76759956,12.24308735,11.18103767,3.22069948,12.11054581,12.90548386,2.2479682,8.9042255,8.9890217,0,8.05055184,0,0,8.79628074,10.93912252,6.6057869,7.13488227,6.4936628,0,7.20634854,11.88595297,0,0,0,0,0,0,0,10.4893003,0,10.14289871,0,0,0.0890945300000006,0,0,8.00730743,8.59395165,12.29282366,8.44581371,5.84449237,8.59237953,7.3231795,0,0,7.37990654,0,8.31603537,0,7.94898121,0,10.0992195,3.26103901,9.69796093,8.57501939,0,4.59362674,0,0,9.56818861,10.14179368,0,0,7.84252828,3.00586036,0,0,0,7.57345895,0,0,6.87290385,9.3812546,0,0,0,0,0,0,0,0,13.30915301,9.61218696,7.74224544,0,2.1503725,9.38767658,4.97743731,8.86061969,8.87138296,8.29033354,9.4965928,0,11.42471867,7.46510269,0,0,0,2.80027095,10.44551952,0,0,0,6.79981183,0,8.51010515,6.81487125,0,3.14766438,0.562491439999999,0,0,8.80974983,0,0,4.93302443,0,0,0,9.94213,0,10.4774474,11.13011138,13.0624086,13.65222647,8.7005466,0,6.59568373,13.89566092,0,3.84030901,8.64367027,0,7.60132768,9.65120614,0,7.6124484,8.39951373,0,10.98450571,0,2.95557656,7.65655055,7.53542856,7.3286095,12.50202599,0,0,0,0,5.97719825,8.66551744,0,0,7.88546068,8.39103935,0,0,0,0,0,10.01056427,0
"17","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_A9",0,0,9.26905464,6.67160405,0,0,15.879865912,9.94314344,0,0,0,0,0,0,6.64506712,5.90102511,3.87850063,0,9.39317591,8.68398026,10.85300963,0,9.6923366,8.678865,0,11.60343503,13.15591636,0,9.76780703,10.80156354,13.19960206,9.90147593,1.10712181,12.85654784,13.47033701,0.913421419999999,0,6.99721667,0,10.21824974,0,0,10.28889903,8.17783535,8.63645434,8.98406127,5.86204375,0,0,10.62202563,0,0,0,0,0,0,0,10.56739535,0,10.01535673,0,0,0,0.23998293,7.15936087,10.81060033,8.67948732,12.89128237,8.41345255,0,8.14413912,8.62701263,0,0,10.60511274,0,8.55134504,0,8.05558884,0,10.78253586,5.13061913,9.98740544,9.96114814,0,5.22059004,0,0,10.33845311,10.6173909,0,0,9.35482609,3.82680847,0,0,0.326580750000002,6.85498447,0,0,7.26786369,8.92653146,0,7.32064032,0,0,0,0,0,0,13.84290476,10.00641854,8.00953322,0,0,9.2223874,6.37761359,0,10.80439013,12.63596395,10.18173626,0,11.49296818,5.98712972,0,4.65953584,0,2.78020459,8.65586051,0,0,0,7.54961138,0,7.78064672,5.45844756,0,0,9.45407882,0,0,9.52366412,0,7.57804084,4.94244092,0,0,0,10.26412821,8.3016118,10.51628701,10.85191371,13.76558346,14.081014651,8.88236448,0,9.97104024,14.404256625,0,7.29850874,10.0628902,8.2669003,9.03115093,9.76714109,0,0,9.4503489,0,11.38683601,0,7.41939916,9.01491772,6.35381213,6.28511093,12.45629002,0,0,4.67927152,0,7.26186463,0,0,0,0,7.49471809,0,0,0,0,0.99132728,10.54907245,8.1360835
"18","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_B10",0,0,9.04976135,0,0,0,14.869125567,7.52211156,7.72156841,2.41331889,0,0,0,1.48484545,5.45365227,6.14750069,6.2425118,0,9.70956985,9.52324011,11.24897733,0,8.9117371,9.38047613,0,9.73665743,12.20089022,0,10.16011372,8.62799839,12.10037428,8.9209751,0,12.52737517,12.79561554,2.95917791,8.16190643,8.99025719,0,0,0,0,9.87328622,7.85840337,9.07907371,9.03984403,6.49533654,0,7.90128441,11.07489268,0,0,0,0,0,0,0,10.09892432,0,8.98575864,0,0,0,0.28108104,5.08676903,10.77485345,8.06953797,10.76927514,8.45532836,7.6825461,0,0,0,0,0,0,5.34762277,0,7.42619193,0,9.91064058,8.91517314,9.5381227,9.82253278,0,3.58916505,0,0,10.44988514,10.65474707,0,0,8.83338891,3.65408154,0,0,0,6.62347122,0,0,8.01474442,9.94657997,0,0,0,0,0,0,0,0,12.55678252,8.4366328,0,0,0,9.21235364,0,8.63822138,0,7.27418897,6.04022032,0,10.64025146,6.45006548,0,4.30767345,0,2.63504822,10.50443941,0,0,0,6.26187229,0,8.64325016,6.95473346,0,0,4.67753302,0,0,9.21752417,0,0,3.65632616,0,0,0,9.16753759,0,8.2745743,8.57833182,13.15163515,13.14618601,8.55643417,0,0,13.43007311,0,6.87444748,0,7.19965499,11.7162036,8.8371653,0,0,8.66080184,0,9.84379464,0,6.46623423,10.25897045,7.53888011,6.79956443,11.88202143,0,7.24814484,0,0,6.43018043,8.08367452,0,7.25196274,5.12687855,8.81152396,0,0,0,0,0.94855501,9.89615134,0
"19","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_B9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.62080291,0,0,0,0,0,0,0,0,0,0,0,0,2.50926077,2.82138033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942982149999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.64389115,9.69897096,0,0,0,0,0,0,1.85428958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24287258,4.33712979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37344983,0,0,0,0,0,0,0,0
"20","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_C10",1.9948838,0,10.03982574,0,0,0,14.132157238,9.17086538,7.58771739,4.65919548,5.0562796,0,0,2.2381573,7.39053748,7.6813328,5.9495862,0,9.57449016,8.86797725,10.58585094,0,8.60554879,8.04710666,0,10.34039659,11.56860038,0,10.63342223,7.38112838,10.12816704,10.04223985,0,11.63541349,12.8090709,4.44044231,0,9.10799294,0,0,0,0,8.85221589,0,7.76034375,9.04087703,6.72835736,0,0,10.0746608,0,0,0,0,0,0,0,10.13581501,0,9.94434579,0,0,2.74045051,0,9.01084008,8.89995746,8.60310784,12.04397712,9.24501804,7.55963714,4.51524565,0,0,0,7.53850456,0,9.29458261,0,8.78555609,0,10.73224365,3.62772504,9.32154625,8.46353212,0,4.61823499,0,0,9.9333703,10.66414638,0,0,0,0,0,0,2.11600513,8.1016864,0,0,6.45593221,9.07847339,0,0,0,0,0,0,0,0,12.30525548,7.48741735,0,0,0,8.49613946,0,0,0,8.44612853,8.04445867,0,10.14907455,5.3395412,0,0,0,2.8544931,9.18645531,0,0,0,4.54095161,0,7.37043716,7.96301315,0,4.19671879,5.7515433,2.90525135,0,9.30265796,0,0,4.33480011,0,0,0,7.0652209,0,10.00134117,10.49179653,11.55563337,12.20984212,8.760926,0,8.30989516,13.01597967,0,7.01183635,0,0,7.25712988,8.60490381,0,0,6.06910667,0,10.19299539,0,6.83350531,10.33395526,6.34947216,6.88119703,0,7.15336014,8.49843168,7.45273827,0,6.97727142,0,0,0,2.8379802,0,0,0,0,0,1.0330472,9.12426333,0
"21","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_C12",0,0,0,6.1977889,0,0,12.97346043,8.10514866,0,3.4400166,3.37659355,0,0,1.48823777,6.81505606,3.79570504,3.31911498,0,0,6.52936104,10.74341753,8.47305378,8.5387505,6.57389255,0,0,10.30994119,0,9.34992686,5.37410703,8.33944,9.42163637,0,9.79702927,10.60012549,2.56507204,0,0,0,0,0,0,8.41635274,7.7071395,6.27450922,7.19487541,4.69045541,0,6.60348483,10.33360906,0,0,0,0,0,0,0,8.21952209,0,9.00150808,0,0,0,0,7.01323626,8.88057451,8.26607118,9.19157935,6.83274952,8.76089147,0,0,0.1414291,0,0,0,10.12134277,0,7.39772668,0,9.44602998,2.55957296,8.99188386,8.48961502,0,4.07589939,0,0,9.22304012,9.64787747,0,0,9.81499308,5.28472555,0,0,4.5201932,0,0,0,6.29680286,0,0,0,0,0,0,0,0,0,10.73777755,7.4086476,0,0,0,7.81357597,0,8.6997798,8.40897849,0,8.49793001,0,10.14747506,5.72369,0,0,0,0,8.4454142,0,0,0.65519536,6.14493389,0,9.02427854,6.05050578,0,4.00698342,3.55489671,0,0,8.39604614,0,0,2.22739594,0,0,0,8.54951166,0,5.41374065,5.47652244,9.52325939,10.03203392,6.38227619,0,6.17349886,10.16585925,0,5.47023526,8.42649807,6.48465572,6.82530675,7.23546721,0,7.87170435,5.53185226,0,9.14637795,0,5.09923687,9.31675361,5.30321895,5.58856886,9.78120666,0,0,0,0,5.45198447,0,0,0,6.6150269,0,0,0,0,0,1.80013844,9.55414294,0
"22","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_C9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.96940032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6757165,9.37231126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48087845,0,0,0,0,0,0,0,0
"23","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_D10",0,0,7.99240754,0,0,0,15.021065631,6.5738746,8.36652519,4.4438626,4.41705134,0,0,2.81027204,0,6.64784369,6.30500396,0,7.99173054,8.62222151,11.22626385,8.28278956,8.59889911,8.38342312,8.31308576,9.80843551,13.06039104,0,9.17478903,10.66368431,11.02306347,10.529443,6.64729493,12.20696496,12.83360888,3.26492864,0,9.19618983,0,0,0,0,0,9.04321465,0,0,0.921007629999998,0,6.31030876,12.61887898,0,0,0,0,0,0,0,10.3433516,0,10.20295454,0,0,0.45448945,0.95673832,7.92062464,11.45929707,8.73452214,11.75816052,1.07968388,0,9.91359808,0,0,0,10.22061471,0,7.38626117,0,5.41918238,0,10.78664253,4.43787387,9.48834549,9.80298056,7.45865394,0,0,0,11.14501918,11.50830741,0,0,9.26082242,3.95278061,0,0,0,9.1976665,0,0,5.89586632,9.70506925,0,0,0,0,6.4245144,0,0,0,11.89222406,1.89828095,7.10340057,0,0,9.16826143,8.0889234,8.81237374,10.39718387,0,9.82467679,0,10.71192395,5.86637345,0,4.82499456,0,3.51090466,10.84614272,0,0,0,0.178702879999999,0,0,8.10047172,0,3.47948313,3.18217816,3.25724129,0,8.84323667,0,0,1.74539117,0,0,0,8.15554018,0,9.01903002,9.41886618,13.26807018,13.61485421,8.96626392,0,7.61109017,13.77766832,0,6.95495331,0,6.02432418,9.14808309,9.24365336,0,0,8.54836954,0,11.26106055,0,5.56642746,10.50053933,9.13988444,7.29536924,11.94264489,0,0,7.29024487,0,5.45945699,8.51540219,8.43853459,0,0,7.67867302,0,0,0,0,2.00487269,9.55274664,0
"24","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_D12",0,0,8.06825566,5.9942244,0,0,14.288028074,6.39197657,0,2.88222367,1.4052277,0,0,1.24547607,5.70965663,6.25715741,4.46099355,0,9.10060894,8.45134684,10.59860172,7.7865407,8.13312504,8.42395571,0,8.58985298,12.5474272,0,8.60540742,10.54022399,11.75534578,10.09175502,0,12.07989035,12.93748068,2.13919402,0,9.23478408,0,0,0,0,9.45871989,7.36868617,7.07190558,7.91357026,5.53699666,0,7.06166848,11.40555967,0,0,0,0,0,0,0,9.77810528,0,9.66812451,0,0,0,0.60245428,8.02358923,10.78569349,8.2849069,14.073754729,4.99451608,6.41811709,6.93642117,0,0,0,8.68505805,0,9.79950795,0,8.01423228,0,10.21619099,3.34766551,7.32073449,9.31969089,7.23977695,6.05800044,0,0,10.36689033,11.0421724,0,0,8.15377538,3.16195259,0,0,0,7.44857107,0,0,6.95310305,8.09988386,0,0,0,0,0,0,0,0,10.68326948,6.36402503,8.10912934,0,1.8091533,6.08310686,7.06450293,7.91387117,10.53736398,10.65823242,9.47841123,0,9.62476498,4.74623667,0,0,0,0,9.97584523,0,0,0,6.60327485,0,7.22487141,5.33320747,0,4.53062901,0,0,0,8.30851108,0,0,3.71944233,0,0,0,10.48413029,8.96054393,9.53714827,10.13002358,12.82900988,13.51453796,9.02489395,0,0,13.52561168,0,0,7.15650191,0,7.24527143,8.63054944,0,0,7.84177022,0,11.10026924,0,6.3399442,9.10680293,4.49853041,7.24832072,10.74248361,0,7.61476357,6.5251421,0,5.65453109,0,0,0,0,7.08601726,0,0,0,0,0,7.3491068,0
"25","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_D9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37571175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206535219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17090507,9.83865549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61333009,0,0,0,0,0,0,0,0,0,0,0,0,1.12902014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_E10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19315985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.26126866,9.66976957,0,0,0,0,0,0,1.99146785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490223799999999,0,0,0,0,0,0,0,0,0,0,0,0,1.98771866,2.46438802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_E12",0,4.14840428,10.32088662,7.92598779,0,0,14.786778189,8.86209964,0,3.6412922,2.12581026,0,0,1.94241497,7.74508307,5.50645748,4.72852783,0,0,9.10421151,10.78467204,0,10.16156545,9.11608026,0,10.27190755,12.25292055,0,8.52109154,10.88593179,12.5717219,10.05942997,0,11.41728764,12.24310471,2.94488963,10.51416926,6.49440739,0,0,0,0,9.49907962,9.09771733,7.58049656,9.07285268,6.37593886,0,7.52726212,10.59742662,0,0,0,10.11757435,0,0,0,10.32215677,0,10.00639127,0,0,0,1.68775393,7.64227902,7.9864143,8.53079563,10.93214048,7.88510012,7.0496226,7.54708925,0,0,0,8.47922978,0,9.49244982,0,9.22799963,0,10.71722006,9.88000569,9.63068644,9.26413296,0,6.96338845,0,0,8.90497869,9.49693219,0,0,8.8912778,3.9201867,0,0,0,0,0,0,7.1635079,9.39828822,0,0,0,0,0,0,0,0,12.42423526,3.17848549,8.18142528,0,1.78116107,8.45000228,0,0,8.29703897,11.92310747,8.30390461,0,7.77130196,6.72636142,0,0,0,2.27064856,8.82551626,0,0,0,7.35316425,0,9.26445889,7.18863936,0,4.08323793,6.54053841,1.16312258,0,8.21446953,0,0,0.556449799999999,0,0,0,9.67331713,8.29305903,9.83445823,10.33611076,10.54227098,10.93568488,9.20977104,0,8.04032166,13.64755189,0,5.71826585,9.51721441,8.28014276,0,8.56943129,0,0,9.87282142,0,11.69562009,0,5.58435559,9.68294404,8.72725707,8.71679797,9.82875579,8.67595688,7.7919517,6.67974712,0,7.26990211,1.87656161,0,8.15492307,0,0,0,0,0,0,2.17346217,9.92792603,0
"28","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_E9",2.68811512,0,8.24812356,0,0,0,14.006747628,0,8.86605525,5.18521398,4.52525919,0,0,4.48903482,7.82309135,8.45912794,5.68275907,0,7.29096421,8.52467398,10.86164023,8.21274998,8.70226163,9.01183581,0,9.852001,11.71223912,0,10.01663611,10.24391879,10.9345506,10.77985959,6.00947368,11.99433479,12.64003721,3.25424828,0,9.5390867,0,8.04046027,0,0,8.05456284,9.0738977,7.19923662,8.13925546,4.41274272,0,7.38813484,12.22806658,0,0,0,0,0,0,0,10.55918256,0,10.04730041,0,0,2.34182551,2.16536173,7.0085926,10.1698863,9.31828084,12.47241226,8.82638924,7.7720633,10.11835533,0,0,0,0,0,9.76906729,0,7.16637963,0,10.77731418,3.00059389,7.11031731,9.68524656,0,0,0,0,10.67674948,10.93529696,0,0,9.17366134,4.26255347,0,0,0,8.55520682,0,0,8.46703332,9.71575602,0,0,0,0,0,0,0,0,10.96420938,11.35193009,0,0,0,8.90765548,0,7.18374954,9.27180362,9.94457347,8.67116969,0,9.38433489,6.95303267,0,0,0,2.84124935,9.49124645,0,0,0,6.98986462,0,7.70222102,7.75885157,0,4.18823453,6.6712453,1.71846146,0,8.44762387,0,0,4.45971594,0,0,0,9.00294655,3.27775176,8.77774536,8.96882425,12.42519875,12.83860239,8.89722751,0,7.63362482,13.8275826,0,7.56716076,8.63946679,8.45656788,9.80805292,8.9969014,0,7.67243443,8.46562282,7.73676389,11.120571,9.46718242,6.00920818,10.37827699,6.81550278,8.53927106,11.964505,0,7.6883637,7.29871158,0,7.14379623,0,0,0,3.94061495,8.7224821,0,0,0,0,2.86195729,10.24771528,0
"29","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_F10",0,0,7.95012962,0,0,0,14.017029642,10.24233932,0,2.84785887,2.65434679,0,0,1.51498076,6.08867992,8.37000946,6.55370918,0,9.95441276,9.9274408,11.1547266,7.26164868,7.81159655,8.89346846,0,0,11.29424472,0,8.33783316,9.51034158,11.63629587,11.02340275,2.85925489,11.42815481,12.21473198,0,9.56738186,8.08258167,0,0,0,0,9.56327823,8.2783142,5.99564114,7.8789881,5.55490717,0,7.74340025,0,0,0,0,8.29718242,0,0,0,9.83240124,0,10.03458856,0,0,0,0,0,9.14655457,8.31605802,10.32729184,2.48286347,0.437499509999999,6.62667232,6.43572887,0,0,0,0,0,0,7.81196928,0,10.25731357,3.26520478,8.24110005,9.73003903,0,1.97919698,0,0,8.45781726,8.8077295,0,0,9.12931747,4.86257156,0,0,0,8.14133946,0.107798160000002,0,6.33552924,9.03530848,0,0,0,0,7.3878916,0,0,0,12.04361527,5.71647953,0,0,0,8.87668241,6.21491197,1.71100117,8.55446619,0,9.38389658,0,0,6.05797723,0,0,0,1.94623774,8.85527655,0,0,0,6.37945776,0,0,7.36531359,0,3.69327506,6.34731351,1.17006559,0,8.55304109,0,8.83932146,4.5401799,0,0,0,0,0,9.53666929,9.87595726,11.34814063,11.84465558,8.24540961,0,0,12.93493232,0,6.18613986,7.45339889,6.14011455,0,7.23345334,0,8.5950873,1.72017517,0,10.46671366,0,0,10.24211119,5.76027003,6.55333369,11.0496898,0,0,5.61545856,0,8.39850397,7.0117308,8.490417,0,8.84434723,7.01853344,0,0,0,0,0,8.79154036,0
"30","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_F12",0,7.15288017,10.28076171,0,0,0,14.536623348,0,0,4.07634611,1.94367946,0,0,1.13586291,5.54904648,7.15940236,6.60857871,0,0,8.01645725,11.24992478,8.31710775,9.37543903,9.32687331,0,7.79876794,12.82175471,0,10.03794735,9.51650994,11.43056936,10.24349109,0,12.41998923,13.22456451,2.75007168,9.68856428,8.81087931,0,0,0,0,9.45679789,9.8077346,7.89973719,9.19174863,6.70632703,0,7.74858622,12.13369485,0,0,0,0,0,0,0,10.35911134,0,10.11305319,0,0.0471758800000011,0.933731290000001,0,7.15890036,10.52312173,9.55267907,11.25580052,7.7927942,7.03811796,8.6719063,0,0,0,8.7749605,0,9.8043832,0,8.06923398,0,11.08759844,3.51377459,9.73497922,9.55700235,0,4.7713735,0,0,9.831281,10.31370752,0,0,0,3.1749888,0,0,1.05732325,7.92551367,0,0,6.79559472,9.792179,0,0,0,0,6.62711142,0,0,0,13.25355582,10.24424324,5.94543576,0,3.6911146,9.52439832,5.89773071,8.16392952,10.560521,8.31300649,4.4566345,0,10.22232912,8.3289648,0,0,0,1.27189525,8.5846332,0,0,0,5.73285207,0,0,4.24262619,0,2.87352468,1.53534128,0,0,10.70787074,0,0,4.65676091,0,0,0,8.2041752,0,8.49577134,9.03217527,12.56151062,12.9659578,8.22239299,0,8.75356409,13.64983663,0,6.58726753,11.4029109,7.20056208,9.54285435,8.85994118,0,9.19272572,8.31871886,0,11.49267774,0,4.82641854,10.42295997,5.58403648,6.87537763,13.27826349,0,0,0,0,6.8860177,0,0,0,8.77723189,0,0,0,0,0,9.03907415,10.69904881,0
"31","blood","RUS012","blood","blood.RUS012.blood","blood.RUS012.blood.FR","blood.RUS012.blood.","FR_RNA_UCM_HU_20210727_P1_SEEP05_CH_JD_RUS012_BL_MAIT_5OPRU_F9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.441494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878802669999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47344345,8.57332356,0,0,0,0,0,0,0.0979355800000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95354505,0,0,0,0,0,0,0,0
